price,brand,PoorCount,GoodRateShow,PreferentialPrice,p_Name,ProductID,keyword,type_f,type_data,GoodCount,type,shop_name,CommentCount,GeneralCount
2500,单冷,88,799.00,外型好看 冷风效果好 风扇不错 比风扇好 送货快 比空调省电 风挺大的 加冰很凉快 制冷效果好 比风扇风大 净化空气 智能操作 加了冰晶 加冰很凉快 风扇不错 可以驱蚊 加湿空气 风挺大的 风扇不错 水箱很大,"格力（GREE)KS-0502Db 家用节能遥控制冷小空调扇 办公宿舍移动省电冷风扇冷风机 GREE格力,10229706583, ,12.56kg,中国大陆,KS-0502Db,3-5L,8小时以上,四档调节,正常风,单冷,遥控式,横出风",100,none,2800,100,格力（GREE）,格力明达丰专卖店,10229706583,格力（GREE)KS-0502Db 家用节能遥控制冷小空调扇 办公宿舍移动省电冷风扇冷风机 GREE格力,439.00,单冷
140000,落地扇,96,239.00,风扇不错 安装方便 质量不错 风力很大 噪音很小 使用方便 底座很稳 风很柔和 声音小 电机好 风力很大 质量不错 安装方便 小清新 厚重耐磨 电机好 使用方便 风扇不错 底座很稳 安装方便 扇网坚固 底座很稳,"格力FD-4013JD,603496,6.9kg,中国大陆,2小时以下,三档调节,正常风,3片,1级,机械式,落地扇",1700,none,150000,4500,格力（GREE）,格力生活电器旗舰店,603496,格力（GREE）FD-4013JD 机械式落地扇/电风扇,148.00,落地扇
7900,none,98,1000.00,吸力很大 吸尘很干净 吸尘器不错 外观漂亮 质量不错 使用方便 打扫干净 电源线够长 功率大 吸头很多 电源线够长 干湿两用 功率大 质量不错 防撞保护 吸力持久,"飞利浦FC5833/81,2267834,8.06kg,中国大陆,地板，地毯，瓷砖，厨房，沙发，床铺,水洗尘杯，水洗滤网，旋风过滤,卧式吸尘器,电源式（5米-10米）,1400w-1799w,床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头，小吸头",90,床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头，小吸头,8100,100,飞利浦（PHILIPS）,飞利浦品牌旗舰店,2267834,飞利浦（PHILIPS）吸尘器FC5833/81家用无尘袋大功率（薄荷绿）,999.00,none
900,none,98,4580.00,,"惠人HUZK2700WN,4144909,10.82kg,韩国,0-50转/分,其它,原汁机,榨汁，豆腐，冰淇淋奶昔，豆浆，其他,其他",10,none,1000,8,惠人（HUROM）,HUROM/惠人官方旗舰店,4144909,惠人（HUROM）HUZK2700WN 三代升级款 原汁机家用低速榨汁机,3380.00,none
19000,单冷,89,399.00,还可以吧 送货快 风扇不错 比风扇好 送冰晶 风挺大的 冷风效果好 加湿空气 外型好看 尺寸合适 净化空气 送冰晶 送货快,"奥克斯FLS-120M,1071128,5.53kg,浙江宁波,3-5L,无定时,三档调节,正常风,单冷,机械式,竖出风",900,none,22000,1500,奥克斯（AUX）,奥克斯两季品旗舰店,1071128,奥克斯（AUX）机械冷风扇/空调扇/电风扇FLS-120M,219.00,单冷
1600,落地扇，塔扇,97,4691.00,造型美观 风很柔和 风扇不错 质量不错 遥控方便 噪音很小 安装方便 安全节能 风力很大 颜色漂亮,"戴森AM07,1182248,5.14kg,马来西亚,8小时以上,五档以上,正常风，正常风、自然风，正常风、自然风、睡眠风,落地扇，塔扇,遥控式,无叶",10,none,1700,30,DYSON,戴森官方旗舰店,1182248,戴森(Dyson) AM07白银 落地式无叶电风扇/塔扇,2990.00,落地扇，塔扇
10000,none,99,1599.00,使用方便 吸尘器不错 质量不错 吸尘很干净 打扫干净 外观漂亮 噪音小 吸力很大 小巧轻便 功率大,"莱克VC-SP1001D-10,1120207,5.26kg,中国大陆,地板，地毯，瓷砖,水洗尘杯，水洗滤网,无线吸尘器",40,none,10000,100,莱克（LEXY）,莱克旗舰店,1120207,莱克吸尘器 VC-SP1001D-10家用无线手持吸尘器车用,799.00,none
2500,none,99,3980.00,料理机很好 使用方便 东西不错 榨汁很好 果汁细腻 榨汁速度快 速度快 出汁率很高 好清洗 绞肉不错 速度快 使用方便 榨汁很好 使用方便 东西不错 料理机很好 使用方便 东西不错 好清洗 打蛋很方便 榨汁很好 出汁率很高 榨汁速度快 料理机很好,"美国西屋（Westinghouse）破壁料理机加热轻便不锈钢家用辅食原汁机榨汁机 LS0301升级版,10478677488, ,5.3kg,自动清洗,25000转/分及以上,按键式,料理/辅食机,手动,其他,搅拌，榨汁，研磨，碎冰，五谷类粉，冰淇淋/奶昔,3-5人",10,none,2600,10,西屋（Westinghouse）,西屋旗舰店,10478677488,美国西屋（Westinghouse）破壁料理机加热轻便不锈钢家用辅食原汁机榨汁机 LS0301升级版,2580.00,none
5400,单冷,92,649.00,送货快 风挺大的 比风扇好 外型好看 风扇不错 比风扇风大 水箱很大 送冰晶 加冰很凉快 冷风效果好,"美的AC120-16BRW,2355515,10.16kg,中国大陆,7L以上,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",100,none,5900,300,美的（Midea）,美的两季品旗舰店,2355515,美的（Midea）AC120-16BRW 遥控冷风扇/空调扇/电风扇,499.00,单冷
97000,落地扇,96,199.00,风力很大 安装方便 风扇不错 质量不错 使用方便 底座很稳 造型美观 颜色漂亮 噪音很小 扇网坚固 噪音很小 安装方便 质量不错 风力很大 广角送风,"先锋DD1701,3998821,5.84kg,浙江宁波,DD1701(DLD-D1),无定时,三档调节,正常风,5片,2级,机械式,落地扇",1500,none,100000,2800,先锋（SINGFUN）,先锋两季品旗舰店,3998821,先锋（Singfun）大风量电风扇/落地扇 DD1701,109.00,落地扇
48000,none,97,499.00,吸力很大 吸尘器不错 吸尘很干净 使用方便 质量不错 打扫干净 电源线够长 功率大 吸头很多 小巧轻便,"美的C3-L148B,1312738,6.86kg,中国大陆,地板，地毯，瓷砖，厨房，床铺,水洗尘杯，旋风过滤,卧式吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头，扁嘴吸头，毛刷吸头",400,地面吸头，扁嘴吸头，毛刷吸头,49000,700,美的（Midea）,美的吸尘器旗舰店,1312738,美的（Midea）吸尘器C3-L148B家用无耗材卧式吸尘器,369.00,none
11000,none,99,2399.00,东西不错 使用方便 料理机很好 果汁细腻 速度快 好清洗 榨汁很好 榨汁速度快 出汁率很高 声音小 果汁细腻 榨汁速度快 东西不错 速度快 料理机很好 速度快 料理机很好,"奥克斯（AUX）962破壁料理机 加热破壁机 榨汁机家用原汁机豆浆机辅食机搅拌机果汁机,10355761948, ,9.0kg,中国大陆,自动清洗,25000转/分及以上,触摸式,料理/辅食机,八档以上,塑料,搅拌，榨汁，碎肉，研磨，碎冰，五谷类粉,3-5人",40,none,11000,60,奥克斯（AUX）,奥克斯厨房小电旗舰店,10355761948,奥克斯（AUX）962破壁料理机 加热破壁机 榨汁机家用原汁机豆浆机辅食机搅拌机果汁机,1599.00,none
1700,单冷,88,1238.00,风扇不错 比风扇好 风挺大的 加冰很凉快 冷风效果好 外型好看 比空调省电 送冰晶 制冷效果好 送货快 声音小 噪音很小 节能 APP遥控 净化空气,"格力（GREE）家用遥控移动小空调扇/冷气扇/制冷风扇KS-0505D-WG,1589452655, ,9.35kg,KS-0505D-wg,3-5L,8小时以上,四档调节,正常风,单冷,遥控式,横出风",100,none,1900,90,格力（GREE）,格力TOSOT旗舰店,1589452655,格力（GREE）家用遥控移动小空调扇/冷气扇/制冷风扇KS-0505D-WG,499.00,单冷
170000,落地扇,96,309.00,风扇不错 质量不错 安装方便 风力很大 使用方便 噪音很小 底座很稳 风很柔和 造型美观 安全节能 风力很大 风很柔和 底座很稳 使用方便 安全节能,"艾美特FSW65T2-5,829764,6.82kg,中国,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",2400,none,180000,5600,艾美特（AIRMATE）,艾美特生活电器旗舰店,829764,艾美特(Airmate) FSW65T2-5 五叶落地扇/电风扇,179.00,落地扇
55000,none,99,499.00,吸尘器不错 使用方便 小巧轻便 外观漂亮 吸尘很干净 电源线够长 质量不错 吸力很大 打扫干净 噪音小,"小狗D-607,2963900,1.89kg,江苏省-苏州市,D-607,沙发，床铺,水洗尘杯，水洗滤网，除螨,除螨仪,电源式（5米以下）,500W以下,其他",200,其他,56000,500,小狗（puppy）,小狗电器自营旗舰店,2963900,小狗（puppy）小型手持床铺除螨机除螨仪家用吸尘器D-607,279.00,none
4000,none,98,599.00,,"摩飞电器MR9200,2776378,1.935kg,中国大陆,榨汁，豆腐，冰淇淋奶昔，碎冰，豆浆，其他,20000转/分(含)以上,旋钮式,原汁机",40,none,4000,40,摩飞电器（Morphyrichards）,摩飞旗舰店,2776378,摩飞（ Morphyrichards ）料理机榨汁机 家用果汁机搅拌奶昔果汁双杯MR9200,298.00,none
3900,单冷,88,628.00,还可以吧 送货快 比风扇好 外型好看 风挺大的 风扇不错 冷风效果好 尺寸合适 加冰很凉快 送冰晶 比空调省电 净化空气 加湿空气 加了冰晶 噪音很小,"格力KS-0505D-wg,848320,11.2kg,中山,5-7L,8小时以上,四档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",100,none,4500,300,格力（GREE）,格力生活电器旗舰店,848320,格力（GREE）KS-0505D-wg 遥控冷风扇/空调扇,499.00,单冷
92000,落地扇,94,268.00,遥控方便 安装方便 风力很大 风扇不错 质量不错 使用方便 远程遥控 底座很稳 风很柔和 噪音很小 安装方便,"康佳KF-40LY01,1093073,6.2kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",2200,none,98000,4000,康佳（KONKA）,康佳两季品旗舰店,1093073,康佳（KONKA）遥控电风扇/落地扇/五扇叶遥控落地扇KF-40LY01,139.00,落地扇
140000,none,97,298.00,使用方便 吸力很大 电源线够长 吸尘器不错 吸尘很干净 质量不错 打扫干净 东西不错 功率大 吸头很多 配件齐全 吸尘很干净 打扫干净 使用方便 电源线够长 电源线够长 小巧轻便 小巧轻便 吸尘器不错,"德尔玛DX128C,1042114,1.82kg,广东佛山,地面吸头，扁嘴吸头，毛刷吸头,地板，地毯，沙发,500w-999w,立式/手持吸尘器",900,地面吸头，扁嘴吸头，毛刷吸头,140000,3200,德尔玛（Deerma）,德尔玛官方旗舰店,1042114,德尔玛（Deerma） DX128C 家用 吸尘器 迷你 手持小型 推杆吸尘器 有效除螨,99.00,none
3600,none,97,1000.00,,"九阳JYZ-V15,2630899,4.35kg,中国大陆,0-50转/分,按键式,原汁机,榨汁，冰淇淋奶昔，豆浆,其他",50,none,3700,70,九阳（Joyoung）,九阳厨房电器旗舰店,2630899,九阳（Joyoung）JYZ-V15榨汁机家用多功能原汁机果汁机（出汁率高）可制作冰淇淋,699.00,none
2500,单冷,92,469.00,加冰很凉快 外型好看 加湿空气 冷风效果好 送货快 比风扇好 风挺大的 节能 净化空气 智能操作,"康佳KF-LY28-Y,4594008,7.32kg,中国大陆,3-5L,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,竖出风",80,none,2700,100,康佳（KONKA）,康佳两季品旗舰店,4594008,康佳（KONKA）遥控冷风扇/空调扇/冷风机/电风扇KF-LY28-Y,279.00,单冷
200,落地扇，塔扇，空气循环扇,96,4691.00,适合宝宝 颜色漂亮 遥控方便 安装方便 噪音很小 风很柔和 风力很大 风扇不错 造型美观 使用方便 质量不错 造型美观 风很柔和 噪音很小 颜色漂亮 风力很大 造型美观 电机好 遥控方便,"DYSONTP00白银,4071591,5.42kg,马来西亚,308774-01,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,落地扇，塔扇，空气循环扇",6,none,200,3,DYSON,戴森官方旗舰店,4071591,戴森(Dyson) TP00空气净化风扇/电风扇/塔扇 净化PM0.1和甲醛+强劲气流 循环室内空气 银白,4690.00,落地扇，塔扇，空气循环扇
7900,none,97,1200.00,吸力很大 吸尘器不错 吸尘很干净 功率大 打扫干净 还可以吧 使用方便 质量不错 配件齐全 电源线够长 吸力很大 打扫干净 东西不错 功率大 质量不错 吸力很大 质量不错 吸尘器不错 电源线够长 噪音小 吸头很多 配件齐全 打扫干净 外观漂亮 质量不错 吸尘很干净,"杰诺吸尘器干湿两用大功率工业大型桶式吸尘器 酒店宾馆地毯洗车场工厂车间商用吸尘器50L,1055989295, ,14.48kg,202-50L升级版,地板，地毯，瓷砖，酒店，工业,HEPA滤网（HEPA13及以上），水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他",100,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他,8100,100,杰诺,杰诺官方旗舰店,1055989295,杰诺吸尘器干湿两用大功率工业大型桶式吸尘器 酒店宾馆地毯洗车场工厂车间商用吸尘器50L,599.00,none
22000,none,97,799.00,,"九阳JYZ-V1（升级）,3911250,4.2kg,中国大陆,榨汁，冰淇淋奶昔，豆浆,0-50转/分,按键式,原汁机",300,none,23000,400,九阳（Joyoung）,九阳厨房电器旗舰店,3911250,九阳（Joyoung）榨汁机家用原汁机智能JYZ-V1（升级）,499.00,none
7300,冷暖,91,499.00,送货快 比风扇好 送冰晶 风挺大的 风扇不错 尺寸合适 外型好看 加了冰晶 冷风效果好 加冰很凉快 送货快 外型好看 净化空气 大水箱,"澳柯玛LRG3-MD08,1380707,6.0kg,中国青岛,3-5L,无定时,三档调节,正常风,冷暖,机械式,竖出风",200,none,8000,400,澳柯玛（AUCMA）,澳柯玛两季品旗舰店,1380707,澳柯玛（AUCMA）LRG3-MD08 机械冷暖空调扇/冷风扇,239.00,冷暖
12000,落地扇,96,599.00,安装方便 遥控方便 风扇不错 造型美观 噪音很小 风很柔和 使用方便 颜色漂亮 风力很大 远程遥控 底座很稳 睡眠风不错 噪音很小 风力很大 风力很大 底座很稳 风扇不错 颜色漂亮 遥控方便 质量不错 风很柔和 造型美观 风很柔和 睡眠风不错 遥控方便 颜色漂亮 风扇不错,"艾美特FS40103R,3918861,7.7kg,中国,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",200,none,12000,200,艾美特（AIRMATE）,艾美特生活电器旗舰店,3918861,艾美特(Airmate) FS40103R 五叶遥控落地扇/电风扇,199.00,落地扇
75000,none,97,299.00,使用方便 电源线够长 吸力很大 吸尘器不错 质量不错 吸尘很干净 打扫干净 东西不错 吸头很多 功率大,"美的SC861A,608883,2.3kg,江苏,地板，地毯，沙发，床铺,水洗尘杯,立式/手持吸尘器,电源式（5米-10米）,500W以下,床褥沙发吸头，地面吸头，扁嘴吸头",500,床褥沙发吸头，地面吸头，扁嘴吸头,78000,1700,美的（Midea）,美的吸尘器旗舰店,608883,美的（Midea）吸尘器SC861A家用手持立式吸尘器二合一强劲吸力,139.00,none
18000,none,97,999.00,使用方便 出汁率很高 东西不错 榨汁很好 榨汁速度快 果汁细腻 声音小 好清洗 还可以吧 速度快,"九阳JYZ-V911,1831720,3.81kg,中国大陆,0-50转/分,按键式,原汁机,榨汁，豆浆,塑料",200,none,19000,300,九阳（Joyoung）,九阳厨房电器旗舰店,1831720,九阳（Joyoung）榨汁机慢速揉取原汁机（制作果汁 豆浆 奶昔）JYZ-V911,369.00,none
76000,单冷,88,599.00,还可以吧 比风扇好 风扇不错 风挺大的 送冰晶 可以驱蚊 冷风效果好 加冰很凉快 加了冰晶 智能操作 可拆洗 尺寸合适 加了冰晶 强效制冷 大水箱,"志高FSE-12,854863,7.5kg,浙江,L5,5-7L,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,竖出风",3400,none,86000,6800,志高（CHIGO）,志高冷风扇/取暖电器旗舰店,854863,志高（chigo)FSE-12遥控驱蚊款冷风扇/空调扇/电风扇（银黑色）,329.00,单冷
42000,落地扇,97,359.00,噪音很小 风扇不错 安装方便 遥控方便 质量不错 风很柔和 使用方便 底座很稳 造型美观 风力很大 扇网坚固 风力很大 风很柔和 底座很稳 遥控方便 安全节能 风力很大 远程遥控 风很柔和 使用方便 安装方便 风力很大 风很柔和 安全节能,"美的FS40-15HRW,2355523,8.34kg,中国大陆,2-8小时,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",600,none,44000,900,美的（Midea）,美的两季品旗舰店,2355523,美的（Midea）FS40-15HRW 五叶遥控落地扇/电风扇,229.00,落地扇
140000,none,97,796.00,还可以吧 吸力很大 吸尘器不错 吸尘很干净 质量不错 使用方便 电源线够长 打扫干净 功率大 吸头很多 不易缠发 打扫干净 节能电机 小巧轻便 吸尘很干净,"小狗（puppy)无尘袋家用静音吸尘器D-928,1000023352, ,7.1kg,中国大陆,D-928,地板，地毯，瓷砖，厨房，沙发，床铺，酒店,水洗尘杯，水洗滤网，旋风过滤,卧式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",900,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头,140000,3100,小狗（puppy）,小狗电器官方旗舰店,1000023352,小狗（puppy)无尘袋家用静音吸尘器D-928,399.00,none
17000,none,96,299.00,榨汁很好 东西不错 榨汁速度快 使用方便 速度快 果汁细腻 还可以吧 出汁率很高 好清洗 声音小,"美的WJE2802D,2302927,3.2kg,中国大陆,其它",300,none,17000,400,美的（Midea）,美的生活电器自营官方旗舰店,2302927,美的（Midea）榨汁机大口径不锈钢机身 全铜线电机 304不锈钢刀盘WJE2802D ,129.00,none
2100,单冷,89,999.00,风挺大的 外型好看 送货快 风扇不错 比风扇好 冷风效果好 节能 噪音很小 智能操作 比空调省电,"格力(GREE)空调扇单冷风扇移动水冷风机 KS-0502Db遥控款,10133998122, ,7.96kg,KS-0502Db,3-5L,8小时以上,四档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",100,none,2400,100,格力（GREE）,格力威铭专卖店,10133998122,格力(GREE)空调扇单冷风扇移动水冷风机 KS-0502Db遥控款,499.00,单冷
170000,落地扇,96,199.00,风扇不错 质量不错 安装方便 噪音很小 使用方便 风力很大 风很柔和 底座很稳 造型美观 颜色漂亮 使用方便 风力很大 噪音很小,"美的FS40-11L1,861100,7.82kg,广东中山,无定时,三档调节,正常风,3片,1级,机械式,落地扇",2400,none,180000,4900,美的（Midea）,美的两季品旗舰店,861100,美的（Midea）FS40-11L1 落地扇/电风扇,158.00,落地扇
200,none,97,4399.00,外观漂亮 配件齐全 吸力很大 打扫干净 吸尘器不错 使用方便 吸尘很干净 节能电机 吸力持久 功率大 刷头多样 尘杯容量大 外观漂亮 配件齐全 易收纳 外观漂亮 刷头多样 小巧轻便 吸头很多 噪音小 刷头多样 吸尘很干净 吸力很大 质量不错 使用方便 刷头多样 配件齐全 功率大,"博世BCH65PETCN,3766667,6.1kg,中国大陆,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,水洗尘杯，水洗滤网,无线吸尘器,充电式（无线）,床褥沙发吸头，缝隙吸头，扁嘴吸头",4,床褥沙发吸头，缝隙吸头，扁嘴吸头,200,2,博世（BOSCH）,博世生活电器旗舰店,3766667,博世（BOSCH）吸尘器无线手持立式75分钟续航静音车载家用BCH65PETCN沸点红,4099.00,none
2100,none,99,7980.00,料理机很好 使用方便 果汁细腻 榨汁很好 东西不错 声音小 榨汁速度快 好清洗 出汁率很高 速度快 使用方便 果汁细腻 辅食不错 好清洗 果汁细腻 榨汁速度快 声音小 料理机很好 声音小 料理机很好 果汁细腻 破壁机很好 速度快 好清洗 料理机很好,"德国宝/GERMANPOOL 破壁料理机 榨汁机家用 豆浆机 多功能搅拌机 PRO-10S 绿色,1653216116, ,6.8kg,PRO-10s,自动清洗,25000转/分及以上,旋钮式,料理/辅食机,八档以上,不锈钢，其他,搅拌，榨汁，碎肉，研磨，碎冰，五谷类粉,3-5人",10,none,2100,6,GERMANPOOL,德国宝（GERMANPOOL）专卖店,1653216116,德国宝/GERMANPOOL 破壁料理机 榨汁机家用 豆浆机 多功能搅拌机 PRO-10S 绿色,2980.00,none
2900,单冷,92,899.00,送货快 外型好看 送冰晶 风扇不错 比风扇好 风挺大的 尺寸合适 冷风效果好 加了冰晶 加湿空气 外型好看 加湿空气 风挺大的 比风扇风大 智能操作,"艾美特CF427R-W,2770292,9.78kg,中国,3-5L,8小时以上,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",90,none,3200,100,艾美特（AIRMATE）,艾美特生活电器旗舰店,2770292,艾美特(Airmate) CF427R-W 遥控冷风扇/空调扇/电风扇,299.00,单冷
17000,落地扇,97,239.00,风扇不错 安装方便 质量不错 风力很大 噪音很小 使用方便 风很柔和 造型美观 底座很稳 颜色漂亮 噪音很小 底座很稳 安装方便 颜色漂亮 风力很大 广角送风 风很柔和 电机好 底座很稳 噪音很小 底座很稳 扇网坚固 安装方便 使用方便 噪音很小,"格力FD-4010-WG,4483862,7.3kg,中国大陆,三档调节,正常风,5片,1级,机械式,落地扇",100,none,17000,200,格力（GREE）,格力生活电器旗舰店,4483862,格力（GREE）FD-4010-WG 五叶机械落地扇 电风扇,169.00,落地扇
1900,none,96,899.00,使用方便 小巧轻便 外观漂亮 吸尘器不错 吸尘很干净 质量不错 打扫干净 配件齐全 吸力很大 易收纳 轻巧便捷 很不错,"海尔ZB1205R,3016265,3.95kg,中国大陆,地板，地毯，瓷砖，沙发，汽车,水洗尘杯，水洗滤网,无线吸尘器,充电式（无线）,500W以下,电动吸头，扁嘴吸头，毛刷吸头",20,电动吸头，扁嘴吸头，毛刷吸头,2000,50,海尔（Haier）,海尔吸尘器旗舰店,3016265,海尔（Haier）吸尘器 ZB1205R 无绳充电家用吸尘器 手持推杆二合一 紫红色,699.00,none
1500,none,100,3580.00,料理机很好 果汁细腻 好清洗 速度快 使用方便 出汁率很高 榨汁速度快 榨汁很好 东西不错 绞肉不错 果汁细腻 使用方便 料理机很好 东西不错,"德国GUGE破壁机家用加热水料分离系统全自动蒸汽多功能米糊干磨粉搅拌绞肉榨汁机豆浆料理机 京东配送,10108342034, ,6.5kg,AD-G888,自动清洗,25000转/分及以上,触摸式,料理/辅食机,八档以上,不锈钢，金属，塑料，其他,搅拌，榨汁，碎肉，研磨，切菜，和面，碎冰，五谷类粉，冰淇淋/奶昔，豆腐，其他,3-5人",5,none,1600,6,谷格（GUGE）,谷格旗舰店,10108342034,德国GUGE破壁机家用加热水料分离系统全自动蒸汽多功能米糊干磨粉搅拌绞肉榨汁机豆浆料理机 京东配送,2880.00,none
