ProductID,price,PreferentialPrice,control_mode,GoodCount,shop_name,CommentCount,p_Name,GoodRateShow,FBnumber,GeneralCount,type,keyword,PoorCount
299.00,艾美特生活电器旗舰店,塔扇,17000,94,799.00,4533788,16000,无叶,造型美观 安装方便 遥控方便 风很柔和 使用方便 风扇不错 质量不错 噪音很小 颜色漂亮 远程遥控,600,遥控式,艾美特(Airmate) FT41R 遥控塔扇/电风扇,300
199.00,艾美特生活电器旗舰店,落地扇,330000,96,299.00,595936,320000,3片,风扇不错 安装方便 遥控方便 质量不错 噪音很小 使用方便 风力很大 风很柔和 远程遥控 底座很稳 颜色漂亮 安装方便 遥控方便 风很柔和 质量不错,8700,遥控式,艾美特(Airmate) FSW52R 遥控落地扇/电风扇,4000
169.00,美的两季品旗舰店,落地扇,72000,97,319.00,1077868,70000,5片,风扇不错 质量不错 安装方便 风力很大 噪音很小 使用方便 底座很稳 风很柔和 电机好 声音小,1500,机械式,美的（Midea）FS40-13C 五叶落地扇/电风扇,900
189.00,艾美特生活电器旗舰店,落地扇,180000,96,309.00,829764,170000,5片,风扇不错 质量不错 安装方便 风力很大 使用方便 噪音很小 底座很稳 风很柔和 造型美观 安全节能 风力很大 风很柔和 底座很稳 使用方便 安全节能,5600,机械式,艾美特(Airmate) FSW65T2-5 五叶落地扇/电风扇,2400
148.00,格力生活电器旗舰店,落地扇,150000,96,239.00,603496,140000,3片,风扇不错 安装方便 质量不错 风力很大 噪音很小 使用方便 底座很稳 风很柔和 声音小 电机好 风力很大 质量不错 安装方便 小清新 厚重耐磨 电机好 使用方便 风扇不错 底座很稳 安装方便 扇网坚固 底座很稳,4400,机械式,格力（GREE）FD-4013JD 机械式落地扇/电风扇,1700
3790.00,戴森官方旗舰店,落地扇，塔扇,1600,97,4691.00,1182248,1600,无叶,造型美观 风扇不错 风很柔和 质量不错 遥控方便 安装方便 安全节能 噪音很小 睡眠风不错 风力很大,30,遥控式,戴森(Dyson) AM07白银 落地式无叶电风扇/塔扇,10
109.00,先锋两季品旗舰店,落地扇,97000,96,199.00,3998821,93000,5片,风力很大 安装方便 风扇不错 质量不错 使用方便 底座很稳 造型美观 颜色漂亮 噪音很小 安全节能 噪音很小 安装方便 质量不错 风力很大 广角送风,2700,机械式,先锋（Singfun）大风量电风扇/落地扇 DD1701,1400
139.00,康佳两季品旗舰店,落地扇,95000,94,268.00,1093073,89000,5片,遥控方便 安装方便 风力很大 风扇不错 质量不错 使用方便 远程遥控 底座很稳 风很柔和 噪音很小,4000,遥控式,康佳（KONKA）遥控电风扇/落地扇/五扇叶遥控落地扇KF-40LY01,2200
169.00,格力生活电器旗舰店,落地扇,15000,97,239.00,4483862,15000,5片,风扇不错 安装方便 质量不错 风力很大 使用方便 噪音很小 风很柔和 造型美观 底座很稳 颜色漂亮 噪音很小 底座很稳 安装方便 颜色漂亮 风力很大 广角送风 风很柔和 电机好 底座很稳 噪音很小 底座很稳 扇网坚固 安装方便 使用方便 噪音很小,200,机械式,格力（GREE）FD-4010-WG 五叶机械落地扇 电风扇,100
219.00,艾美特生活电器旗舰店,落地扇,11000,96,599.00,3918861,11000,5片,风扇不错 安装方便 遥控方便 造型美观 噪音很小 风很柔和 使用方便 颜色漂亮 风力很大 远程遥控 底座很稳 睡眠风不错 噪音很小 风力很大 风扇不错 颜色漂亮 遥控方便 质量不错 风很柔和 造型美观 风很柔和 睡眠风不错 遥控方便 颜色漂亮 风扇不错,200,遥控式,艾美特(Airmate) FS40103R 五叶遥控落地扇/电风扇,100
4690.00,戴森官方旗舰店,落地扇，塔扇，空气循环扇,200,96,4691.00,4071591,200,无叶,适合宝宝 颜色漂亮 安装方便 噪音很小 风很柔和 风力很大 遥控方便 风扇不错 造型美观 睡眠风不错 质量不错 造型美观 风很柔和 噪音很小 颜色漂亮 风力很大 造型美观 电机好 遥控方便,3,遥控式,戴森(Dyson) TP00空气净化风扇/电风扇/塔扇 净化PM0.1和甲醛+强劲气流 循环室内空气 银白,6
169.00,先锋两季品旗舰店,落地扇,40000,97,499.00,1399677,39000,5片,遥控方便 风扇不错 安装方便 质量不错 噪音很小 使用方便 风力很大 风很柔和 底座很稳 造型美观,800,遥控式,先锋（Singfun）6档遥控电风扇/落地扇DD3305 LED液晶显示,500
159.00,美的两季品旗舰店,落地扇,180000,96,199.00,861100,170000,3片,风扇不错 质量不错 安装方便 噪音很小 使用方便 风力很大 风很柔和 底座很稳 造型美观 颜色漂亮 使用方便 风力很大 噪音很小,4900,机械式,美的（Midea）FS40-11L1 落地扇/电风扇,2400
239.00,美的两季品旗舰店,落地扇,42000,97,359.00,2355523,40000,5片,噪音很小 风扇不错 安装方便 质量不错 遥控方便 风很柔和 使用方便 底座很稳 造型美观 风力很大 扇网坚固 风力很大 风很柔和 底座很稳 遥控方便 安全节能 风力很大 远程遥控 风很柔和 使用方便 安装方便 风力很大 风很柔和 安全节能,900,遥控式,美的（Midea）FS40-15HRW 五叶遥控落地扇/电风扇,600
259.00,美的两季品旗舰店,转页扇,25000,97,369.00,365888,24000,5片,安装方便 遥控方便 风扇不错 噪音很小 风很柔和 使用方便 质量不错 远程遥控 造型美观 睡眠风不错,500,遥控式,美的（Midea）KYS30-10CR 遥控升降转页扇/电风扇,200
139.00,澳柯玛两季品旗舰店,落地扇,72000,95,369.00,1370345,68000,5片,遥控方便 安装方便 风扇不错 风力很大 使用方便 质量不错 底座很稳 噪音很小 风很柔和 远程遥控,2500,遥控式,澳柯玛（AUCMA）FS-40ND06(Y) 五叶AS扇叶遥控电风扇/落地扇,1500
159.00,美的两季品旗舰店,转页扇,90000,97,219.00,1361008,87000,5片,风扇不错 质量不错 风很柔和 噪音很小 使用方便 风力很大 声音小 底座很稳 睡眠风不错 电机好 少见的问题 电机好,1800,机械式,美的（Midea）KYT30-15AW 台式转页扇/电风扇,900
type,PreferentialPrice,GoodRateShow,PoorCount,GoodCount,control_mode,p_Name,CommentCount,ProductID,FBnumber,keyword,GeneralCount,shop_name,price
落地扇,219.00,95,4100,250000,遥控式,美的（Midea）FS40-13ER 五叶遥控落地扇/电风扇,260000,1069555,5片,遥控方便 安装方便 风扇不错 风力很大 质量不错 使用方便 噪音很小 底座很稳 风很柔和 睡眠风不错 质量不错 远程遥控 安全节能 风力很大 噪音很小,6600,美的两季品旗舰店,329.00
塔扇,329.00,97,700,58000,遥控式,美的（midea）FZ10-15BRW 遥控塔扇/电风扇,60000,1361004,无叶,遥控方便 安装方便 风扇不错 使用方便 质量不错 风很柔和 噪音很小 风力很大 造型美观 底座很稳 造型美观 风扇不错,1200,美的两季品旗舰店,449.00
落地扇,208.00,97,300,31000,遥控式,格力（GREE）FD-40X64Bh5  五叶遥控落地扇/电风扇,32000,3899679,5片,风扇不错 安装方便 遥控方便 质量不错 噪音很小 底座很稳 造型美观 使用方便 风力很大 远程遥控 底座很稳 广角送风 扇网坚固 使用方便 风很柔和,500,格力生活电器旗舰店,299.00
落地扇，空气循环扇,109.00,96,2500,160000,机械式,奥克斯（AUX）FS-40-A1613 电风扇/酷黑五扇叶落地扇,170000,1058010,5片,风扇不错 安装方便 风力很大 质量不错 使用方便 底座很稳 造型美观 风很柔和 安全节能 颜色漂亮 遥控方便 使用方便 安装方便 底座很稳 安装方便 造型美观,5500,奥克斯电风扇旗舰店,239.00
塔扇,299.00,94,300,16000,遥控式,艾美特(Airmate) FT41R 遥控塔扇/电风扇,17000,4533788,无叶,造型美观 安装方便 遥控方便 风很柔和 使用方便 风扇不错 质量不错 噪音很小 颜色漂亮 远程遥控,600,艾美特生活电器旗舰店,799.00
落地扇,199.00,96,4000,320000,遥控式,艾美特(Airmate) FSW52R 遥控落地扇/电风扇,330000,595936,3片,风扇不错 安装方便 遥控方便 质量不错 噪音很小 使用方便 风力很大 风很柔和 远程遥控 底座很稳 颜色漂亮 安装方便 遥控方便 风很柔和 质量不错,8700,艾美特生活电器旗舰店,299.00
落地扇,169.00,97,900,70000,机械式,美的（Midea）FS40-13C 五叶落地扇/电风扇,72000,1077868,5片,风扇不错 质量不错 安装方便 风力很大 噪音很小 使用方便 底座很稳 风很柔和 电机好 声音小,1500,美的两季品旗舰店,319.00
落地扇,189.00,96,2400,170000,机械式,艾美特(Airmate) FSW65T2-5 五叶落地扇/电风扇,180000,829764,5片,风扇不错 质量不错 安装方便 风力很大 使用方便 噪音很小 底座很稳 风很柔和 造型美观 安全节能 风力很大 风很柔和 底座很稳 使用方便 安全节能,5600,艾美特生活电器旗舰店,309.00
落地扇,148.00,96,1700,140000,机械式,格力（GREE）FD-4013JD 机械式落地扇/电风扇,150000,603496,3片,风扇不错 安装方便 质量不错 风力很大 噪音很小 使用方便 底座很稳 风很柔和 声音小 电机好 风力很大 质量不错 安装方便 小清新 厚重耐磨 电机好 使用方便 风扇不错 底座很稳 安装方便 扇网坚固 底座很稳,4400,格力生活电器旗舰店,239.00
落地扇，塔扇,3790.00,97,10,1600,遥控式,戴森(Dyson) AM07白银 落地式无叶电风扇/塔扇,1600,1182248,无叶,造型美观 风扇不错 风很柔和 质量不错 遥控方便 安装方便 安全节能 噪音很小 睡眠风不错 风力很大,30,戴森官方旗舰店,4691.00
落地扇,109.00,96,1400,93000,机械式,先锋（Singfun）大风量电风扇/落地扇 DD1701,97000,3998821,5片,风力很大 安装方便 风扇不错 质量不错 使用方便 底座很稳 造型美观 颜色漂亮 噪音很小 安全节能 噪音很小 安装方便 质量不错 风力很大 广角送风,2700,先锋两季品旗舰店,199.00
落地扇,139.00,94,2200,89000,遥控式,康佳（KONKA）遥控电风扇/落地扇/五扇叶遥控落地扇KF-40LY01,95000,1093073,5片,遥控方便 安装方便 风力很大 风扇不错 质量不错 使用方便 远程遥控 底座很稳 风很柔和 噪音很小,4000,康佳两季品旗舰店,268.00
落地扇,169.00,97,100,15000,机械式,格力（GREE）FD-4010-WG 五叶机械落地扇 电风扇,15000,4483862,5片,风扇不错 安装方便 质量不错 风力很大 使用方便 噪音很小 风很柔和 造型美观 底座很稳 颜色漂亮 噪音很小 底座很稳 安装方便 颜色漂亮 风力很大 广角送风 风很柔和 电机好 底座很稳 噪音很小 底座很稳 扇网坚固 安装方便 使用方便 噪音很小,200,格力生活电器旗舰店,239.00
落地扇,219.00,96,100,11000,遥控式,艾美特(Airmate) FS40103R 五叶遥控落地扇/电风扇,11000,3918861,5片,风扇不错 安装方便 遥控方便 造型美观 噪音很小 风很柔和 使用方便 颜色漂亮 风力很大 远程遥控 底座很稳 睡眠风不错 噪音很小 风力很大 风扇不错 颜色漂亮 遥控方便 质量不错 风很柔和 造型美观 风很柔和 睡眠风不错 遥控方便 颜色漂亮 风扇不错,200,艾美特生活电器旗舰店,599.00
落地扇，塔扇，空气循环扇,4690.00,96,6,200,遥控式,戴森(Dyson) TP00空气净化风扇/电风扇/塔扇 净化PM0.1和甲醛+强劲气流 循环室内空气 银白,200,4071591,无叶,适合宝宝 颜色漂亮 安装方便 噪音很小 风很柔和 风力很大 遥控方便 风扇不错 造型美观 睡眠风不错 质量不错 造型美观 风很柔和 噪音很小 颜色漂亮 风力很大 造型美观 电机好 遥控方便,3,戴森官方旗舰店,4691.00
落地扇,169.00,97,500,39000,遥控式,先锋（Singfun）6档遥控电风扇/落地扇DD3305 LED液晶显示,40000,1399677,5片,遥控方便 风扇不错 安装方便 质量不错 噪音很小 使用方便 风力很大 风很柔和 底座很稳 造型美观,800,先锋两季品旗舰店,499.00
落地扇,159.00,96,2400,170000,机械式,美的（Midea）FS40-11L1 落地扇/电风扇,180000,861100,3片,风扇不错 质量不错 安装方便 噪音很小 使用方便 风力很大 风很柔和 底座很稳 造型美观 颜色漂亮 使用方便 风力很大 噪音很小,4900,美的两季品旗舰店,199.00
落地扇,239.00,97,600,40000,遥控式,美的（Midea）FS40-15HRW 五叶遥控落地扇/电风扇,42000,2355523,5片,噪音很小 风扇不错 安装方便 质量不错 遥控方便 风很柔和 使用方便 底座很稳 造型美观 风力很大 扇网坚固 风力很大 风很柔和 底座很稳 遥控方便 安全节能 风力很大 远程遥控 风很柔和 使用方便 安装方便 风力很大 风很柔和 安全节能,900,美的两季品旗舰店,359.00
转页扇,259.00,97,200,24000,遥控式,美的（Midea）KYS30-10CR 遥控升降转页扇/电风扇,25000,365888,5片,安装方便 遥控方便 风扇不错 噪音很小 风很柔和 使用方便 质量不错 远程遥控 造型美观 睡眠风不错,500,美的两季品旗舰店,369.00
落地扇,139.00,95,1500,68000,遥控式,澳柯玛（AUCMA）FS-40ND06(Y) 五叶AS扇叶遥控电风扇/落地扇,72000,1370345,5片,遥控方便 安装方便 风扇不错 风力很大 使用方便 质量不错 底座很稳 噪音很小 风很柔和 远程遥控,2500,澳柯玛两季品旗舰店,369.00
转页扇,159.00,97,900,87000,机械式,美的（Midea）KYT30-15AW 台式转页扇/电风扇,90000,1361008,5片,风扇不错 质量不错 风很柔和 噪音很小 使用方便 风力很大 声音小 底座很稳 睡眠风不错 电机好 少见的问题 电机好,1800,美的两季品旗舰店,219.00
落地扇,198.00,97,200,18000,遥控式,格力（GREE）FD-4030B 遥控式落地扇/电风扇,18000,2599660,3片,安装方便 遥控方便 质量不错 风扇不错 风力很大 噪音很小 造型美观 使用方便 远程遥控 底座很稳 造型美观 风很柔和 睡眠风不错 适合宝宝 底座很稳,300,格力生活电器旗舰店,359.00
落地扇,329.00,96,100,5500,遥控式,美的（Midea）FS40-17KRW 五叶变频遥控落地扇/电风扇,5700,4425010,5片,遥控方便 噪音很小 安装方便 风扇不错 质量不错 造型美观 风很柔和 使用方便 风力很大 远程遥控 广角送风 遥控方便 适合宝宝 颜色漂亮 质量不错 遥控方便 电机好 远程遥控 风力很大 风很柔和 扇网坚固 安装方便 遥控方便 风很柔和 造型美观 安装方便 扇网坚固 声音很大,90,美的两季品旗舰店,399.00
落地扇,189.00,96,700,60000,机械式,美的（Midea）FS40-8B1 五叶落地扇/电风扇,63000,597426,5片,还可以吧 风扇不错 安装方便 质量不错 噪音很小 风力很大 使用方便 风很柔和 底座很稳 造型美观,2100,美的两季品旗舰店,289.00
落地扇,319.00,95,200,17000,遥控式,艾美特(Airmate) FS4086RI-W 七叶遥控落地扇/电风扇,18000,1365527,7片及以上,噪音很小 风很柔和 风扇不错 质量不错 遥控方便 安装方便 风力很大 造型美观 使用方便 底座很稳,400,艾美特生活电器旗舰店,699.00
塔扇,299.00,95,1300,87000,机械式,艾美特(Airmate) FTW36T2-A 塔扇/电风扇,92000,216706,无叶,还可以吧 使用方便 风扇不错 安装方便 质量不错 造型美观 风力很大 风很柔和 底座很稳 噪音很小,3300,艾美特生活电器旗舰店,398.00
落地扇,239.00,97,100,9800,遥控式,美的（Midea）FS40-15QRW 五叶遥控落地扇/电风扇,10000,1429749,5片,安装方便 风扇不错 遥控方便 风力很大 质量不错 使用方便 底座很稳 噪音很小 风很柔和 电机好 安装方便 睡眠风不错 颜色漂亮 广角送风 远程遥控 风扇不错 风力很大 造型美观 电机好,100,美的两季品旗舰店,359.00
落地扇，台扇，空气循环扇,5690.00,98,10,900,APP控制,戴森(Dyson) HP03空气净化风扇/电风扇/落地扇 净化PM0.1和甲醛+强劲气流循环 凉风制暖智能合一 银白,900,4840266,无叶,风很柔和 噪音很小 远程遥控 造型美观 颜色漂亮 使用方便 广角送风 风扇不错 安装方便 安全节能 风很柔和 远程遥控 造型美观 遥控方便,10,戴森官方旗舰店,5691.00
转页扇，台扇,59.00,96,1000,80000,机械式,澳柯玛（AUCMA）KYT-25ND01 台式转页扇/电风扇,83000,1370329,5片,风扇不错 使用方便 质量不错 风很柔和 噪音很小 风力很大 底座很稳 造型美观 安全节能 安装方便,2300,澳柯玛两季品旗舰店,199.00
转页扇，台扇,129.00,97,200,27000,机械式,艾美特(Airmate) FBW32T2 台式转页扇/电风扇,28000,1507669,5片,风扇不错 质量不错 噪音很小 风很柔和 使用方便 造型美观 颜色漂亮 安全节能 风力很大 底座很稳 颜色漂亮 风很柔和,600,艾美特生活电器旗舰店,299.00
落地扇，塔扇，台扇，空气循环扇,980.00,97,10,1400,遥控式,【爆品秒杀】英国QG(QG)AirCool无叶风扇电风扇冷暖空气循环扇家用电扇落地塔扇 冷暖,1400,10626848028,无叶,造型美观 质量不错 噪音很小 使用方便 风很柔和 安全节能 风扇不错 安装方便 底座很稳 遥控方便 质量不错 风很柔和 使用方便 安装方便,30,QG生活电器旗舰店,1999.00
落地扇,99.00,95,800,39000,机械式,澳柯玛（AUCMA） FS-40T6 五叶AS扇叶机械电风扇/落地扇,41000,1095534,5片,安装方便 风扇不错 风力很大 质量不错 使用方便 底座很稳 噪音很小 风很柔和 电机好 声音小,1400,澳柯玛两季品旗舰店,199.00
塔扇,599.00,97,30,2200,遥控式,美的（Midea）FZ10-16BRW 新品内旋式遥控塔扇/电风扇,2200,2396504,无叶,造型美观 风很柔和 风扇不错 底座很稳 质量不错 颜色漂亮 遥控方便 使用方便 安装方便 睡眠风不错 使用方便 安装方便 风扇不错 底座很稳 造型美观,30,美的两季品旗舰店,999.00
落地扇,369.00,97,20,2500,遥控式,格力（GREE）FDZ-40X65Bg7  七叶遥控落地扇/直流变频落地扇/电风扇,2600,3962523,7片及以上,噪音很小 风很柔和 质量不错 造型美观 安全节能 安装方便 遥控方便 风扇不错 电机好 风力很大 广角送风 噪音很小 安全节能 造型美观 电机好 噪音很小 造型美观 安全节能 扇网坚固 底座很稳 风力很大 安全节能 电机好 颜色漂亮 风很柔和,50,格力生活电器旗舰店,459.00
落地扇，塔扇，台扇，空气循环扇,599.00,97,10,1900,遥控式,欧麦斯Air-H5 无叶风扇 电风扇 落地 家用电扇 台扇塔扇 月光白,2000,10437854366,无叶,造型美观 安全节能 风力很大 风很柔和 底座很稳 噪音很小 适合宝宝 电机好 颜色漂亮 远程遥控 安装方便 使用方便 扇网坚固 质量不错 造型美观 质量不错 颜色漂亮 风很柔和 适合宝宝 使用方便 遥控方便,40,欧麦斯旗舰店,2080.00
塔扇,199.00,94,100,5400,遥控式,康佳（KONKA）KF-TAS16Y01D遥控塔扇/落地扇/电风扇（白色）,5800,2900702,无叶,风扇不错 遥控方便 风很柔和 造型美观 使用方便 安装方便 噪音很小 质量不错 颜色漂亮 风力很大,200,康佳两季品旗舰店,599.00
落地扇,129.00,93,200,8900,机械式,海尔（Haier）FSJ4098B 五叶机械式电风扇/落地扇,9500,4621642,5片,风力很大 风扇不错 安装方便 质量不错 底座很稳 使用方便 造型美观 扇网坚固 颜色漂亮 风很柔和 风很柔和 电机好 使用方便 质量不错 造型美观 质量不错 噪音很小 使用方便 风扇不错 底座很稳 扇网坚固 使用方便,300,海尔两季品旗舰店,299.00
塔扇,249.00,97,40,2800,机械式,美的（Midea）FZ10-17DW 新款精致居家塔扇/电风扇,3000,4424990,无叶,造型美观 风扇不错 风很柔和 安装方便 使用方便 质量不错 噪音很小 底座很稳 风力很大 安全节能 电机好 安全节能 广角送风 颜色漂亮 适合宝宝 噪音很小 质量不错 造型美观 底座很稳 风很柔和 安装方便 噪音很小 颜色漂亮 风力很大 电机好 使用方便 风力很大 电机好 适合宝宝 扇网坚固,60,美的两季品旗舰店,319.00
落地扇,109.00,96,1400,93000,机械式,先锋（Singfun）大风量电风扇/落地扇DD1112 ,97000,1399668,3片,风扇不错 安装方便 质量不错 风力很大 使用方便 噪音很小 底座很稳 风很柔和 电机好 声音小 电机好 广角送风,2700,先锋两季品旗舰店,199.00
落地扇,89.00,95,300,22000,机械式,HYUNDAI 现代大风量电风扇/机械落地扇/风扇FS40-A002,23000,2418704,5片,风扇不错 安装方便 质量不错 风力很大 使用方便 底座很稳 噪音很小 风很柔和 安全节能 造型美观 风扇不错,600,韩国现代（HYUNDAI)两季品旗舰店,139.00
转页扇，台扇,69.00,94,1000,61000,机械式,康佳（KONKA）电风扇/台扇/五风叶/五扇叶台式转页扇KF-25HY37,65000,1093078,5片,风扇不错 还可以吧 质量不错 风很柔和 噪音很小 风力很大 安全节能 造型美观 底座很稳 安装方便,2300,康佳两季品旗舰店,129.00
落地扇,89.90,94,200,9500,机械式,长虹（CHANGHONG）CFS-LD407 电风扇/落地扇/风扇,10000,4593976,4片,质量不错 噪音很小 风扇不错 安装方便 使用方便 风力很大 造型美观 风很柔和 颜色漂亮 安全节能 安全节能 风力很大,300,长虹两季品旗舰店,199.00
转页扇,109.00,97,70,6700,机械式,美的（Midea）KYT25-17D 家用台式转页扇/电风扇,6900,3864159,5片,风扇不错 噪音很小 质量不错 风很柔和 使用方便 造型美观 安全节能 风力很大 底座很稳 睡眠风不错 质量不错 安全节能 使用方便 风扇不错 底座很稳 风很柔和 安全节能 使用方便,100,美的两季品旗舰店,159.00
落地扇，塔扇，空气循环扇,5190.00,95,3,100,APP控制,戴森(Dyson) TP03空气净化风扇/电风扇/塔扇 净化PM0.1和甲醛+强劲气流 循环空气 塔式智能 银白,100,4840262,无叶,适合宝宝 质量不错 安装方便 风扇不错 安全节能 远程遥控 广角送风 造型美观 扇网坚固 噪音很小 广角送风 适合宝宝 风扇不错 远程遥控 安全节能,2,戴森官方旗舰店,5191.00
落地扇,89.90,96,100,11000,机械式,华生（Wahson）FS35-C401 电风扇/落地扇/风扇,11000,4575098,5片,风扇不错 安装方便 质量不错 风力很大 噪音很小 使用方便 造型美观 底座很稳 风很柔和 颜色漂亮 安装方便,200,华生旗舰店,199.00
落地扇,158.00,97,80,5900,遥控式,先锋（Singfun）9叶遥控电风扇/落地扇DLD-D5 ,6100,3912031,7片及以上,安装方便 遥控方便 质量不错 风扇不错 造型美观 风力很大 使用方便 颜色漂亮 远程遥控 噪音很小 风力很大 遥控方便 电机好 扇网坚固 质量不错 底座很稳 广角送风 质量不错 安装方便 使用方便 广角送风 安装方便 底座很稳 质量不错 风力很大 风扇不错 颜色漂亮 风很柔和 安全节能 风力很大 安装方便 底座很稳 风扇不错 风力很大 使用方便 安装方便 电机好,100,先锋两季品旗舰店,399.00
塔扇,199.00,95,100,7200,遥控式,澳柯玛（AUCMA）FS-08M603(Y) 90度旋转遥控定时塔扇/电风扇,7500,2552698,无叶,安装方便 遥控方便 风很柔和 使用方便 造型美观 质量不错 风扇不错 噪音很小 远程遥控 颜色漂亮,200,澳柯玛两季品旗舰店,499.00
塔扇,399.00,91,500,16000,遥控式,艾美特(Airmate) FT47HR-W 遥控塔扇/电风扇,18000,2392868,无叶,安装方便 风很柔和 遥控方便 造型美观 使用方便 风扇不错 质量不错 噪音很小 睡眠风不错 远程遥控 造型美观 风很柔和 远程遥控,1100,艾美特生活电器旗舰店,799.00
台扇,399.00,97,10,1200,遥控式,艾美特(Airmate) SW164R-1 七叶遥控台立扇/电风扇,1300,4533802,7片及以上,造型美观 风很柔和 噪音很小 安装方便 颜色漂亮 风扇不错 遥控方便 质量不错 底座很稳 使用方便 质量不错 远程遥控 噪音很小 安装方便 质量不错 安装方便 造型美观 睡眠风不错 遥控方便 电机好,20,艾美特生活电器旗舰店,799.00
