GoodCount,PoorCount,price,type,keyword,CommentCount,GoodRateShow,p_Name,shop_name,PreferentialPrice,GeneralCount,FBnumber,ProductID
1500,10,5190.00,落地扇，塔扇，空气循环扇,造型美观 噪音很小 风很柔和 安装方便 风扇不错 质量不错 颜色漂亮 安全节能 底座很稳 使用方便 风扇不错 风很柔和 睡眠风不错 时尚漂亮 很舒适 安全节能 扇网坚固 噪音很小 造型美观 安装方便,1500,98,戴森(Dyson) 空气净化风扇智能版 TP02白银色,戴森官方旗舰店,5190.00,10,无叶,2785342
1800,0,1580.00,落地扇，塔扇，转页扇，台扇，空气循环扇,质量不错 噪音很小 使用方便 造型美观 安装方便 风扇不错 遥控方便 底座很稳 安全节能 颜色漂亮 质量不错 安装方便 遥控方便 适合宝宝 造型美观 遥控方便 风很柔和 颜色漂亮 远程遥控 造型美观,1800,100,【爆品秒杀】英国QG（QG）AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax,QG生活电器旗舰店,799.00,5,7片及以上,11551376410
200,5,2699.00,落地扇，台扇,风很柔和 噪音很小 安全节能 造型美观 风扇不错 质量不错 使用方便 睡眠风不错 安装方便 电机好 造型美观,200,95,巴慕达（BALMUDA）EGF-1380-WG直流无刷台.地两用GreenFan静音电风扇,巴慕达净化器旗舰店,2380.00,7,7片及以上,2912321
1900,40,699.00,落地扇,风扇不错 噪音很小 质量不错 安装方便 造型美观 风力很大 使用方便 遥控方便 底座很稳 风很柔和 底座很稳 遥控方便 风扇不错 使用方便,2000,96,格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白,格力威铭专卖店,339.00,50,7片及以上,10221881337
1300,10,399.00,塔扇,安装方便 风扇不错 使用方便 风很柔和 遥控方便 造型美观 质量不错 噪音很小 远程遥控 底座很稳 风很柔和 底座很稳 安装方便 睡眠风不错 扇网坚固 使用方便 噪音很小 底座很稳 遥控方便,1300,96,先锋（Singfun）遥控塔扇/电风扇/落地扇DTS-HG2（黑色）,先锋两季品旗舰店,179.00,40,无叶,4520014
7400,90,239.00,台扇,质量不错 风扇不错 噪音很小 风力很大 安装方便 使用方便 底座很稳 造型美观 风很柔和 颜色漂亮 噪音很小 质量不错 安全节能 颜色漂亮 底座很稳 安全节能 安装方便 风扇不错,7600,97,美的（Midea）FT40-15A 台扇/电风扇,美的两季品旗舰店,179.00,100,3片,1360993
1200,10,299.00,落地扇,安装方便 质量不错 遥控方便 风很柔和 使用方便 风力很大 风扇不错 颜色漂亮 造型美观 远程遥控,1200,97,格力（GREE）FD-40X63Bh5  五叶遥控落地扇/电风扇,格力生活电器旗舰店,238.00,20,5片,3899677
9200,80,318.00,落地扇,风扇不错 遥控方便 安装方便 质量不错 噪音很小 颜色漂亮 使用方便 底座很稳 远程遥控 风力很大 颜色漂亮 安装方便 质量不错 遥控方便,9500,97,格力（GREE）FD-4025Bh5-WG 5叶遥控式落地扇/电风扇,格力生活电器旗舰店,198.00,100,5片,2377411
1800,20,659.00,落地扇,造型美观 风扇不错 噪音很小 风很柔和 安装方便 质量不错 底座很稳 风力很大 使用方便 遥控方便 风扇不错 质量不错 电机好 风很柔和 底座很稳 使用方便 睡眠风不错 安全节能 质量不错 风很柔和 安装方便 风扇不错 造型美观 底座很稳 风力很大,1900,95,格力（GREE）FD-4041Bg7-wg 遥控式落地扇/电风扇,格力生活电器旗舰店,399.00,40,7片及以上,2599497
5300,100,499.00,塔扇，空气循环扇,遥控方便 安装方便 质量不错 风力很大 风扇不错 风很柔和 使用方便 噪音很小 底座很稳 安全节能,5600,94,荣事达（Royalstar）JD03T 电风扇/遥控塔扇,荣事达（Royalstar）两季品旗舰店,239.00,200,无叶,2495959
1200,30,199.00,落地扇,风扇不错 颜色漂亮 遥控方便 质量不错 安装方便 风很柔和 风力很大 使用方便 噪音很小 扇网坚固,1300,95,HYUNDAI 现代电风扇/落地扇/遥控五叶扇FS40-A002R,韩国现代（HYUNDAI)两季品旗舰店,109.00,40,5片,4899618
21000,300,699.00,落地扇,遥控方便 安装方便 风扇不错 噪音很小 质量不错 风很柔和 使用方便 风力很大 远程遥控 睡眠风不错,22000,95,艾美特(Airmate) FSW35R-14 五叶遥控落地扇/电风扇,艾美特生活电器旗舰店,249.00,600,5片,1365528
500,4,1399.00,落地扇,噪音很小 风很柔和 质量不错 造型美观 远程遥控 底座很稳 遥控方便 安全节能 风扇不错 电机好 睡眠风不错 风扇不错 风很柔和 质量不错 质量不错 安全节能 噪音很小 安装方便 使用方便,500,97,艾美特(Airmate) FS40102R 七叶遥控直流变频落地扇/电风扇,艾美特生活电器旗舰店,699.00,10,7片及以上,3918853
1100,10,699.00,落地扇,安装方便 造型美观 质量不错 遥控方便 风扇不错 噪音很小 风很柔和 使用方便 颜色漂亮 睡眠风不错,1100,97,艾美特(Airmate) FS40104R 五叶遥控落地扇/电风扇,艾美特生活电器旗舰店,349.00,20,5片,3918859
300,9,499.00,塔扇,安装方便 颜色漂亮 睡眠风不错 造型美观 质量不错 遥控方便 使用方便 风很柔和 风扇不错 风力很大,300,94,美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,美的小家电官方旗舰店,479.00,9,无叶,12281948611
6200,100,299.00,落地扇,风扇不错 安装方便 质量不错 使用方便 风很柔和 噪音很小 底座很稳 风力很大 安全节能 电机好 扇网坚固 风很柔和 风扇不错 造型美观 底座很稳,6600,94,赛亿（Shinee）电风扇/落地扇/五扇叶升降非遥控电风扇FS40-7,赛亿两季品旗舰店,99.00,200,5片,4579934
5200,80,299.00,壁扇,还可以吧 风扇不错 质量不错 使用方便 安装方便 噪音很小 风很柔和 风力很大 造型美观 电机好 安装方便 质量不错 风很柔和 风扇不错,5400,96,美的（Media）FW40-F3 壁扇/电风扇 ,美的两季品旗舰店,179.00,100,3片,125856
3300,90,219.00,落地扇,安装方便 风力很大 使用方便 遥控方便 风扇不错 远程遥控 噪音很小 质量不错 安全节能 底座很稳,3600,94,长虹（CHANGHONG）CFS-LD 403R  遥控落风扇/电风扇/风扇,长虹两季品旗舰店,119.00,100,4片,4593978
2000,20,269.00,塔扇,质量不错 风扇不错 造型美观 噪音很小 使用方便 风力很大 安装方便 安全节能 风很柔和 底座很稳 质量不错 安全节能 风力很大 噪音很小 电机好 电机好 风力很大 遥控方便 安装方便 风很柔和 造型美观 风扇不错 质量不错,2100,98,美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇,美的绿灯侠专卖店,259.00,20,无叶,11166213731
1000,6,588.00,台扇，空气循环扇,使用方便 质量不错 安全节能 风力很大 遥控方便 风扇不错 风很柔和 造型美观 底座很稳 安装方便 噪音很小 安全节能 使用方便 风力很大 质量不错 风力很大 造型美观 噪音很小 电机好,1000,98,ABG 小电风扇 台式风扇 台扇 迷你风扇 空气循环扇空气净化 家用遥控电风扇SP115 白色,泽众家电馆,299.00,10,3片,10338816783
8200,80,319.00,台扇,噪音很小 风扇不错 安装方便 质量不错 风很柔和 使用方便 声音小 电机好 底座很稳 睡眠风不错 噪音很小 安装方便 风很柔和,8500,97,艾美特(Airmate) SW56T2 五叶台立扇/电风扇,艾美特生活电器旗舰店,189.00,200,5片,152561
15000,300,139.00,落地扇,风力很大 安装方便 风扇不错 质量不错 使用方便 底座很稳 造型美观 安全节能 噪音很小 风很柔和 颜色漂亮 睡眠风不错 风扇不错 质量不错 安装方便 风力很大 造型美观 很不错,16000,94,先科 （SAST) FD-16（209）五片落地扇/电风扇（黑）,先科SAST官方旗舰店,109.00,500,5片,2416092
18000,300,269.00,落地扇,还可以吧 遥控方便 风扇不错 一般 质量不错 安装方便 风力很大 使用方便 噪音很小 远程遥控 安全节能 噪音很小 风力很大 远程遥控 使用方便,19000,94,先锋（Singfun）遥控电风扇/落地扇DD1219,先锋两季品旗舰店,159.00,700,5片,838041
3500,100,599.00,吊扇,风扇不错 质量不错 风力很大 安装方便 噪音很小 风很柔和 电机好 使用方便 造型美观 扇网坚固 颜色漂亮 质量不错 造型美观 使用方便 广角送风 安装方便 底座很稳 风扇不错,3700,93,奥克斯 (AUX) FD-140 电风扇/1400mm吊扇,奥克斯电风扇旗舰店,159.00,100,3片,1415061
900,20,199.00,落地扇,风力很大 安装方便 安全节能 质量不错 使用方便 底座很稳 噪音很小 颜色漂亮 扇网坚固 造型美观 电机好 造型美观 底座很稳,900,95,卡帝亚（ Kadeer)FS-40/T 五叶落地扇/电风扇,卡帝亚两季品旗舰店,159.00,20,5片,4674882
4000,70,139.00,转页扇，台扇,风力很大 使用方便 质量不错 风扇不错 噪音很小 风很柔和 底座很稳 造型美观 安全节能 安装方便 风扇不错 遥控方便 噪音很小 造型美观 风很柔和 质量不错 扇网坚固 噪音很小 电机好,4200,95,华生（Wahson）KYT25-K105 电风扇/台式转页扇/风扇,华生旗舰店,59.00,100,5片,4575084
1500,10,799.00,台扇，空气循环扇,风扇不错 质量不错 噪音很小 使用方便 造型美观 风力很大 风很柔和 睡眠风不错 底座很稳 颜色漂亮 质量不错 风很柔和 风扇不错 造型美观 睡眠风不错,1600,97,【京东配送】日本IRIS/爱丽思空气循环扇迷你电风扇家用台式静音摇头台扇PCF-HD15C 白色,爱丽思幸辉国际专卖店,199.00,30,3片,1648909372
500,5,1580.00,落地扇，塔扇，台扇，空气循环扇,颜色漂亮 造型美观 风很柔和 广角送风 安全节能 底座很稳 扇网坚固 噪音很小 风力很大 电机好 使用方便 造型美观,500,98,欧麦斯Air-T2 无叶风扇 家用电扇 电风扇落地  无扇叶台式塔扇 空气循环扇 月光白,欧麦斯旗舰店,980.00,6,无叶,11286697653
3000,50,129.00,塔扇,造型美观 风很柔和 使用方便 噪音很小 质量不错 风扇不错 底座很稳 安全节能 颜色漂亮 睡眠风不错 质量不错 安装方便 睡眠风不错 适合宝宝 颜色漂亮 远程遥控 适合宝宝 广角送风 造型美观 颜色漂亮,3200,95,澳柯玛（AUCMA）电风扇/塔扇无叶静音家用台地两用FS-05M720,澳柯玛两季品旗舰店,79.00,100,无叶,3948849
500,9,359.00,塔扇,质量不错 使用方便 遥控方便 造型美观 风力很大 风扇不错 安全节能 噪音很小 安装方便 风很柔和,600,97,美的（Midea）FZ10-15BRW 塔扇无叶风扇/智能风扇/遥控电风扇 静音立式风扇,美的绿灯侠专卖店,349.00,10,无叶,11166367999
89000,2200,139.00,落地扇，空气循环扇,安装方便 风力很大 使用方便 风扇不错 质量不错 底座很稳 风很柔和 安全节能 噪音很小 造型美观,95000,94,康佳（KONKA）电风扇/落地扇/五扇叶可升降非遥控电风扇KF-40L11,康佳两季品旗舰店,109.00,4000,5片,4032317
45000,1800,99.00,转页扇，台扇，USB风扇，风扇伴侣,使用方便 风扇不错 噪音很小 质量不错 风很柔和 安装方便 风力很大 扇网坚固 底座很稳 安全节能 使用方便 睡眠风不错 安全节能 造型美观 风力很大 造型美观 使用方便 风扇不错 电机好 风很柔和 噪音很小 底座很稳 颜色漂亮,49000,91,赛亿(Shinee)电风扇/USB风扇/学生宿舍移动台式电脑迷你小风扇FB4-01 ,赛亿两季品旗舰店,19.90,2200,4片,1380701
2500,40,299.00,落地扇,噪音很小 造型美观 风很柔和 风力很大 安装方便 风扇不错 使用方便 底座很稳 质量不错 安全节能,2600,96,格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,格力威铭专卖店,159.00,60,5片,10194646155
9400,50,399.00,台扇,噪音很小 质量不错 风扇不错 安装方便 风很柔和 使用方便 声音小 风力很大 底座很稳 电机好,9600,97,艾美特(Airmate) FDW09T2 台扇/电风扇,艾美特生活电器旗舰店,159.00,100,3片,1365498
1000,10,799.00,落地扇,底座很稳 质量不错 风很柔和 风力很大 遥控方便 噪音很小 安装方便 造型美观 安全节能 使用方便 远程遥控 安全节能 遥控方便,1000,96,艾美特(Airmate) FS40105QR 五叶遥控驱蚊扇/落地扇/电风扇,艾美特生活电器旗舰店,399.00,20,5片,4533800
22000,400,329.00,落地扇，转页扇，台扇，空气循环扇,使用方便 质量不错 风扇不错 安装方便 风力很大 风很柔和 底座很稳 安全节能 噪音很小 电机好 睡眠风不错 颜色漂亮 风很柔和 适合宝宝 广角送风 扇网坚固,23000,94,赛亿(Shinee)电风扇/升降转页扇/非遥控落地式静音换气鸿运扇KYTS30-6,赛亿两季品旗舰店,109.00,1000,5片,832640
6100,80,139.00,壁扇,安装方便 风扇不错 质量不错 风力很大 噪音很小 使用方便 风很柔和 安全节能 颜色漂亮 造型美观 风很柔和 睡眠风不错 底座很稳 安全节能 噪音很小 适合宝宝 造型美观 使用方便 颜色漂亮 底座很稳 质量不错,6400,97,先科 （SAST）FB-16（308）壁扇/电风扇,先科SAST官方旗舰店,99.00,100,5片,2416933
200,4,2999.00,落地扇,噪音很小 安装方便 质量不错 风扇不错 使用方便 颜色漂亮 风很柔和 适合宝宝 造型美观 睡眠风不错 风力很大,300,98,kamomefan 电风扇 落地静音 日本智能家用遥控摇头落地扇 281D 白色,通汇国际全球购生活电器专营店,988.00,4,7片及以上,1959718783
700,20,599.00,塔扇,造型美观 风力很大 使用方便 颜色漂亮 质量不错 安全节能 噪音很小 远程遥控 广角送风 底座很稳 风扇不错 遥控方便 安装方便,700,94,TCL塔扇/电风扇/落地扇 静音遥控摇头立式风扇 遥控款,TCL新云尚专卖店,228.00,20,无叶,12266706496
900,9,399.00,落地扇,风很柔和 造型美观 安装方便 风扇不错 噪音很小 遥控方便 质量不错 底座很稳 远程遥控 使用方便 底座很稳 睡眠风不错 造型美观 安装方便 经济实惠 质量不错 遥控方便 风很柔和 造型美观,1000,98,美的（Midea）电风扇 落地 智能变频 遥控风扇 静音落地扇 FS40-17JRW 白色,美的小家电官方旗舰店,329.00,10,5片,11653229698
500,4,189.00,落地扇,安装方便 安全节能 风力很大 造型美观 颜色漂亮 风扇不错 噪音很小 电机好 质量不错 使用方便 风扇不错 使用方便 电机好 造型美观 噪音很小,500,96,澳柯玛（AUCMA）FS-40T11铝叶扇叶大风量可定时落地扇/电风扇,澳柯玛两季品旗舰店,99.00,10,4片,3972091
1000,20,329.00,壁扇,风扇不错 遥控方便 声音小 风力很大 质量不错 造型美观 噪音很小 使用方便 安装方便 颜色漂亮 颜色漂亮,1100,96,美的（Media）FW40-11AR 电风扇/五叶遥控壁扇,美的两季品旗舰店,239.00,20,5片,1408768
2600,60,499.00,落地扇，工业扇,风力很大 风扇不错 安装方便 质量不错 底座很稳 噪音很小 电机好 风很柔和 使用方便 广角送风 风力很大,2700,95,华生（Wahson）FL65-1 电风扇/工业扇/工业落地扇/风扇,华生旗舰店,279.00,70,3片,4698198
22000,400,138.00,台扇,还可以吧 风力很大 风扇不错 质量不错 安装方便 使用方便 噪音很小 底座很稳 造型美观 颜色漂亮,23000,93,华生（Wahson）FT30-1202  电风扇/台扇（蓝色）/风扇,华生旗舰店,89.00,1000,5片,608048
900,1,2999.00,台扇,质量不错 风扇不错 风很柔和 颜色漂亮 安全节能 使用方便 噪音很小 造型美观 适合宝宝 遥控方便 质量不错 安全节能 风很柔和 睡眠风不错 广角送风 遥控方便 安装方便 造型美观,900,100,爱家乐电风扇HA-Q7/SG 无叶风扇 空气循环扇遥控静音落地扇台扇风扇 金色,爱家乐旗舰店,1099.00,3,无叶,11741788868
200,0,1299.00,台扇,风很柔和 噪音很小 造型美观 质量不错 颜色漂亮 安全节能 使用方便 电机好 底座很稳 风力很大 风很柔和 噪音很小 遥控方便,200,100,爱家乐（AKIRA）Q7无叶风扇台式电风扇静音球形台扇 白色,爱家乐生活电器专卖店,999.00,1,无叶,11296090647
1200,10,299.00,落地扇，塔扇,安装方便 风很柔和 适合宝宝 电机好 远程遥控 噪音很小 广角送风 造型美观 遥控方便 使用方便,1300,98,TCL电风扇无叶风扇家用塔扇遥控定时落地扇摇头静音大厦扇台式扇 升级版遥控版,跨境数码全球购旗舰店,239.00,10,无叶,1985287792
500,9,2299.00,落地扇,安全节能 造型美观 噪音很小 使用方便 风很柔和 质量不错 颜色漂亮 安装方便 风力很大 风扇不错 睡眠风不错 扇网坚固 远程遥控 底座很稳 安全节能 安全节能 风力很大 噪音很小 噪音很小 风很柔和 安装方便 使用方便 睡眠风不错 电机好 底座很稳 遥控方便 质量不错 质量不错 噪音很小 安装方便 造型美观,500,96,爱家乐电风扇 az18-1/SG 风扇18寸无叶风扇 空气循环扇 落地台式风扇家用,爱家乐旗舰店,999.00,10,无叶,10423191460
40,0,5191.00,落地扇，台扇，空气循环扇,风力很大 安装方便 颜色漂亮,40,100,戴森(Dyson) HP00空气净化风扇/电风扇/落地扇 净化PM0.1和甲醛+强劲气流循环 凉风制暖合一 银白,戴森官方旗舰店,5190.00,0,无叶,4071577
70,0,3980.00,落地扇，台扇，空气循环扇，风扇伴侣,噪音很小 风很柔和 风扇不错 底座很稳 扇网坚固 安装方便 电机好 造型美观 风力很大 质量不错 扇网坚固 风力很大 造型美观 风扇不错 风很柔和,70,99,森田（MORITA）SZ-DTR30G 智能触摸式360°摇头静音直流变频电风扇 落地扇/台扇/遥控扇/空调伴侣/空气循环扇,MORITA旗舰店,2588.00,1,7片及以上,4200283
1100,20,499.00,落地扇,安装方便 使用方便 噪音很小 质量不错 风很柔和 电机好 风扇不错 遥控方便 颜色漂亮 安全节能 广角送风 安装方便 遥控方便,1100,97,格力（GREE)电风扇/直流变频遥控落地扇/7叶电扇 FDZ-40X65Bg7 粉蓝色,格力TOSOT旗舰店,369.00,10,7片及以上,11043379708
14000,300,158.00,台扇,风力很大 还可以吧 风扇不错 安装方便 质量不错 声音小 使用方便 底座很稳 噪音很小 造型美观,15000,93,华生（Wahson）FT40-1206 电风扇/台扇（白色）/风扇,华生旗舰店,99.00,700,5片,608052
12000,200,99.00,台扇，壁扇，空气循环扇，USB风扇，风扇伴侣,风扇不错 使用方便 质量不错 噪音很小 风很柔和 底座很稳 风力很大 造型美观 安装方便 颜色漂亮,13000,95,奥克斯（AUX）FO-18A7 电风扇/7寸USB风扇/台扇/夹扇/床头小风扇,奥克斯电风扇旗舰店,59.00,300,4片,2501425
170000,2400,299.00,落地扇,还可以吧 安装方便 遥控方便 风扇不错 质量不错 风力很大 使用方便 噪音很小 远程遥控 风很柔和 风力很大 风很柔和 底座很稳 使用方便 安全节能 风力很大 质量不错 使用方便 造型美观 安装方便 底座很稳 颜色漂亮 睡眠风不错,180000,96,艾美特(Airmate) FSW65R-5 五叶遥控落地扇/电风扇,艾美特生活电器旗舰店,239.00,5600,5片,829765
1300,8,239.00,落地扇,风扇不错 噪音很小 质量不错 安装方便 风很柔和 风力很大 电机好 底座很稳 使用方便 造型美观,1400,97,格力（GREE）FD-4009-WG 五叶机械落地扇/电风扇,格力生活电器旗舰店,169.00,20,5片,4483860
1200,10,239.00,落地扇,质量不错 风扇不错 安装方便 风力很大 造型美观 噪音很小 使用方便 底座很稳 安全节能 风很柔和,1300,97,格力（GREE）FD-4033-WG 三叶机械落地扇/电风扇,格力生活电器旗舰店,159.00,20,3片,4483854
700,10,299.00,台扇,风扇不错 噪音很小 质量不错 造型美观 风很柔和 安装方便 扇网坚固 底座很稳 风力很大 颜色漂亮 风很柔和 安装方便,700,97,美的（Midea）FTS30-17A 家用升降转页扇/台地扇/电风扇,美的两季品旗舰店,258.00,10,7片及以上,4424976
400,9,588.00,台扇，空气循环扇,造型美观 遥控方便 风扇不错 使用方便 质量不错 风很柔和 底座很稳 远程遥控 噪音很小 电机好 造型美观 使用方便 远程遥控,500,92,【京东配送】IRIS/爱丽思空气循环扇电风扇家用台式扇遥控定时静音摇头扇PCF-C18C,爱丽思幸辉国际专卖店,375.00,20,3片,1646215823
3600,10,1998.00,落地扇，台扇,质量不错 使用方便 风扇不错 风很柔和 噪音很小 安装方便 遥控方便 造型美观 安全节能 底座很稳 风扇不错 质量不错 安装方便 颜色漂亮 噪音很小 风很柔和 使用方便 造型美观 安全节能 风很柔和 安装方便 电机好 安装方便 造型美观 遥控方便 扇网坚固 噪音很小 安全节能 造型美观 遥控方便 底座很稳 质量不错 底座很稳 遥控方便 风扇不错 噪音很小 安全节能 适合宝宝 底座很稳 造型美观 质量不错 风扇不错 颜色漂亮 质量不错 底座很稳 质量不错 噪音很小 造型美观 安全节能 遥控方便,3700,100,爱家乐 电风扇AX100  无叶风扇 台式落地扇 家用空气循环扇 自然风 遥控,爱家乐旗舰店,599.00,10,无叶,1672335439
44000,1100,149.00,转页扇，台扇，空气循环扇，风扇伴侣,还可以吧 风扇不错 使用方便 质量不错 风力很大 风很柔和 噪音很小 底座很稳 电机好 安装方便,48000,92,赛亿(Shinee)电风扇/台式转页扇/定时台扇/五风叶学生床头换气鸿运风扇KYT25-1,赛亿两季品旗舰店,59.00,3000,5片,598507
140000,3600,169.00,落地扇，空气循环扇,风力很大 安装方便 风扇不错 质量不错 使用方便 底座很稳 噪音很小 风很柔和 电机好 声音小,150000,93,华生（Wahson）FS40-1102 电风扇/落地扇/风扇,华生旗舰店,99.00,8100,5片,383871
13000,400,129.00,转页扇，台扇，壁扇，空气循环扇，USB风扇，风扇伴侣,使用方便 风扇不错 质量不错 风很柔和 噪音很小 安全节能 底座很稳 安装方便 风力很大 电机好 风很柔和 风力很大 质量不错 底座很稳 风很柔和 造型美观 使用方便,14000,93,赛亿(Shinee)多功能USB电风扇/台夹扇/学生宿舍床头可台式壁挂移动迷你小风扇FTB6-01,赛亿两季品旗舰店,49.80,500,3片,2393885
41000,600,399.00,落地扇，空气循环扇,遥控方便 风扇不错 风力很大 安装方便 质量不错 使用方便 还可以吧 远程遥控 底座很稳 造型美观,43000,94,奥克斯（AUX）FS-40-A1626RC 电风扇/酷黑五扇叶遥控落地扇,奥克斯电风扇旗舰店,149.00,1500,5片,1058012
1700,30,498.00,落地扇,风力很大 质量不错 风扇不错 噪音很小 安装方便 遥控方便 使用方便 造型美观 底座很稳 扇网坚固,1800,96,【京仓直送】先锋（Singfun）可定时落地立式冷风扇厨房卧室遥控静音大风力电风扇落地扇 DD1312遥控5叶,先锋生活电器旗舰店,159.00,40,5片,10225600578
5300,100,399.00,塔扇，空气循环扇,安装方便 质量不错 风很柔和 风扇不错 使用方便 噪音很小 造型美观 底座很稳 风力很大 安全节能 安装方便 安全节能 使用方便,5600,94,荣事达（Royalstar）JD02T 电风扇/机械塔扇,荣事达（Royalstar）两季品旗舰店,199.00,200,无叶,2495965
1100,30,120.00,落地扇,风扇不错 使用方便 质量不错 风力很大 安装方便 颜色漂亮 安全节能 风很柔和 广角送风 电机好 风力很大 质量不错 安全节能 扇网坚固 质量不错 使用方便 扇网坚固 远程遥控 安全节能 底座很稳 安装方便 电机好 风很柔和 扇网坚固,1100,94,海纳斯（HANASS）风扇 电风扇 家用 办公落地扇 定时立式大风量机械非遥控节能静音电扇 SY40-A8,海纳斯两季品旗舰店,99.00,30,5片,4640850
400,9,289.00,转页扇,风扇不错 造型美观 质量不错 风很柔和 噪音很小 底座很稳 安装方便 遥控方便 使用方便 安全节能,400,96,美的（Midea）KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇,美的绿灯侠专卖店,269.00,8,5片,11166548108
