title,ask,answer,content,time_now,user,href
壯美的4k地球縮時視頻，用來測試電視的4k，效果很不錯,"壮美的4K地球缩时视频。欧洲航天局(ESA)宇航员Alexander Gerst，在国际空间站长达的半年的""Blue Dot""任务中，拍下了12500 张照片，然后ESA)其缩时成一段六分钟的视频，展示了我们最美丽的星球。,4k下载地址：,http://t.cn/RZ2x5Xj,http://yun.baidu.com/share/home?uk=3712096361#category/type=0,其實NASA還有很多高清片值得大開眼界de,用來做測試4k測試片也不錯",,,2014-12-30 09:03,superfire,https://www.jdbbs.com/thread-5191405-1-1.html
,,,貌似LG在这里声望很低啊……,2012-9-14 09:43,anya1228,
国美的东芝电视值得买么,"预算不多客厅用，观看距离大约2.8米 初步意向46寸,今天正好看到一款国美818最后一天活动抢购机  型号是46EL100CS   价格3349,貌似很便宜，比为他代工的TCL价格还低  且LED 看了官网参数，没有超解像，无倍速 2hdmi,下了一单还没付款，请高手指导",,,2012-8-21 20:05,庭鉴,https://www.jdbbs.com/thread-4333079-1-1.html
,,,,2015-9-17 02:59,qwee456,
,,,#在这里快速回复# 哈哈,2016-6-17 20:32,xiliangruoruo,
,,,谢谢楼主，下载看看,2016-7-3 21:38,张先生被注册了,
,,,不知道给不给用券,2012-8-21 20:35,庭鉴,
,,,高手指导下,2012-8-21 21:37,庭鉴,
,,,"居然到这个价格了，怎么抢都划算啊，楼主居然还在犹豫。东芝的画质和TCL没有任何联系，东芝的画质风格韵味，任何品牌都达不到也学不来,这款的画质，绝对超出您的期望，画质清晰，色彩纯正，期待楼主的屏摄来展现",2012-8-21 21:38,qiuhu,
,,,支持下,2016-7-3 22:07,蓝翎,
,,,"http://yun.baidu.com/share/home?uk=3712096361#category/type=0,\,多謝支持",2016-7-3 23:54,superfire,
,,,谢谢分享，已经收藏,2016-7-4 13:08,wjy5178,
,,居然到这个价格了，怎么抢都划算啊，楼主居然还在犹豫。东芝的画质和TCL没有任何联系，东芝的画质风格韵味， ...,那KL100C系列怎么样啊？ 算是那个档次的？,2012-8-21 21:41,wangli123,
,,,这款比起KL100C仅仅缺少超解像功能，性价比非常高,2012-8-21 21:59,qiuhu,
,,,好吧 就这款了,2012-8-22 08:30,庭鉴,
美的537亿日元拿下“东芝生活电器株式会社” 收购是否物超所值？作假账害了东芝,"3月30日晚，,美的集团,股份有限公司发布,公告,称，美的将与东芝株式会社（下称“东芝”）正式签约，以约537亿日元（约合4.73亿美元）收购东芝家电业务的主体“东芝生活电器株式会社”（下称“东芝家电”）80.1%的股权，东芝保留19.9%的股权。同时，美的将获得40年的东芝品牌的全球授权及超过5000项与白色家电相关的专利。,根据双方收购协议，东芝家电将继续开发、生产和销售白色家电产品，如冰箱、洗衣机、吸尘器及其他小家电。美的也将在品牌、技术、营销和员工方面进行持续投入，以充分挖掘东芝家电业务的潜力。,公告预计本次交易最早在今年6月完成。,收购物超所值？,关于此次收购，市场最关心的还是价格，537亿日元到底花得值不值？,公告显示，东芝家电业务主要包含洗衣机、吸尘器、家用空调、冰箱和厨电产品等五大板块。2014年，东芝主要家电产品销量约850万台。截至2015年三季度，东芝家电拥有超过5000名员工，2015年上半财年（4至9月）东芝家电业务实现营业收入约10亿美元。,值得注意的是，东芝在2015年财年上半年负债总额达1244.49亿日元。美的在收购后需要承接东芝家电约250亿日元（约2.2亿美元）对东芝的债务，并需在交割时偿还该等债务。也就是说，实际上，美的需要为此次收购付出共计6.93亿美元的代价。,家电行业资深分析师,刘步尘,在接受《国际金融报》记者采访时表示，在日本本土市场，东芝白电产品市占率保持在前三至前四左右，加上40年的品牌全球授权使用及5000项专利转让，付出这个代价是值得的。“甚至在我看来，仅40年品牌授权使用和5000项技术专利，价值都不止7亿美元”。,刘步尘表示，此次收购最大的价值在于为美的赢得了日本市场，意义重大。“日本至今为止仍然是全球门槛最高的市场，尤其是家电产品，在2005年之前的30年时间里，日本一直是全球家电产业的霸主。时至今日，日本仍然是全球变频控制技术、OLED显示技术主要专利拥有国”。,家电产业研究专家陆刃波向《国际金融报》记者表示，东芝是一个国际化的品牌，无论是在研发能力、国际化人才和国际化市场等方面，在20世纪初的全球影响力都是有目共睹的。美的作为一家白电企业，收购东芝的家电业务实际上是互补的。另一方面，现在都在讲全球化，中国企业不满足于国内市场，所以美的能够收购东芝，对其国际化发展很有帮助。,拿下东芝，意味着美的加速进军海外步伐。据了解，东芝家电在日本、中国和,泰国,拥有9个生产基地，在日本拥有34个销售基地和95个服务基地，在中东、,埃及,等地也都布有销售网点。,谨防“溶血反应”,值得注意的是，就在美的与东芝宣布“联姻”的同一天，鸿海集团收购日本夏普案也最终成交。鸿海宣布以3888亿日元收购夏普，持股66%。在中韩企业日益崛起的今天，日本企业之前所积累的优势受到越来越多的挑战。,陆刃波认为，虽然美的收购东芝总体上说利大于弊，但还是要注意风险。中国企业与日本企业的“联姻”，后期如何整合、如何对抗文化冲突才是最关键的。他强调了两个重要的方面：一是日本企业需要改变经营理念；二是国际化的市场需要依靠国际化的人才。,美的公告也表示，本次交易后，美的将最大程度维持东芝家电现有运作方式，继续坚持东芝高标准的品牌形象、产品品质、客户服务，短期内不准备作出重大调整，并在品牌、技术、营销和员工方面保持持续投入，以充分挖掘东芝家电业务的潜力。,刘步尘认为，这是一种近年来国际并购通行的独立经营模式，出发点在于规避国际并购最容易发生的“溶血反应”，即通常所说的“跨文化整合综合症”。,“美的需要对两个品牌做出从产品到形象的全方位有效区隔，实现差异化经营，至于怎么区隔怎么差异化，需要审慎论证，不是一个高端、一个低端那么简单。”刘步尘表示，“无论美的还是鸿海，都不会对收购企业完全撒手不管，一定会给对方尽可能多的信任和较大的自主经营权，深度整合会等到双方互相适应，实现了文化与情感认同之后再做打算，这是下一步的事了。”,http://stock.hexun.com/2016-04-04/183118728.html,东芝2008年后持续做假账：凭空多出1518亿日元利润,《中国经济周刊》特约撰稿人 陈言|日本东京报道,在日本股市高歌猛进，日经平均股指定格在2万点的时候，人们担心的不是企业不进行设备投资、消费者缺少消费热情、出口难以增长让日本经济发展很难出现上升势头，而是电视上不断出现企业家道歉风景。,“实在对不起股东，对不起广大消费者。”同样的一句话，在总裁说完后，台上所有出席的人便站了起来，齐刷刷地低下头，让头基本上贴在了桌面上，十几秒钟，或者几十秒时间一动不动。,道歉成了日本企业的一道风景。2015年年初以来，3月媒体报道东洋橡胶工业伪造自身产品的防震数字，6月23日，公司总裁山本卓司出来道歉，接着是总裁及其他4名事辞职。LIXIL集团并购国外企业，让公司损失660亿日元，5月和6月总裁两次出来道歉。4月以来，东芝账务造假的消息传出，在电视上已经不知多少次看到东芝人出面道歉了。此外，生产汽车安全气囊的高田公司，在美国发生了死亡8人、伤130人的事件后，6月，高田重久总裁出面道歉。同样在6月，丰田公司美国籍常务事从美国邮寄可以说是止疼药，但也可以说是某种具有大麻作用的非法药品，被东京警方查出，警察迅速逮捕了丰田的常务事；第二天丰田章男总裁出面道歉；美国籍常务事被释放后，立即辞去了在丰田的职务。,也有硬扛的。比如日本媒体报道了大王制纸公司在中国通过行贿方式，将二手设备出口到江苏，并在那里设厂的过程。但大王制纸不做正面回答，相关人员不仅没有受到处分，反而得到了高升的机会。不过这样的企业面临的困难很大，在股东大会上，总裁的人选受到严重质疑，引发了媒体的注目。,东芝的情况有些不同。该公司有140年的历史，2008年以后持续地做假账，让企业凭空多出了1518亿日元的利润。东芝的问题最集中地表露出了日本企业目前的困境。,账务造假毁了140年的名门企业,“140年来的企业品牌遭受到了最大的损毁。”7月21日，当第三方委员会将东芝造假的整个过程梳理完，整理出数百页的报告后，东芝方面就报告内容等召开了记者见面会。面对记者，田中久雄总裁说了这句话。140年中，东芝也曾经出现过因被别国恶意抹黑而遭受名誉重大损失的情形，但这次已经不是谁在抹黑东芝，是东芝自己不得不承认，过去7年里在账务上做了假。,从公开的第三方调查报告看，在田中久雄出任东芝总裁后造假依旧在维持。2013年8月，田中总裁对电视事业部明确地说：“电视业务要是做不出盈利的话，这个部门就要废掉。这不是吓唬你们。”,“动用一切手段实现盈利！”在日本所有公司都不能让电视业务获利的时候，田中总裁严令东芝必须盈利。,当年，田中总裁在公司有过一次“绝密会谈”。他叫来了财务总监、副总裁久保诚，问能否做出盈利来。田中的意思久保自然明白，久保对田中说：“如果您下这个决断的话，我100%听您的，但我个人会反对这样的做法。”,在7月21日记者会上，很多记者自然提到了这段对话。田中总裁坚决地回应说自己并不认为这是要久保造假，而且也没有造假的意图。,笔者私下里接触东芝方面的人时，他们见面的第一句话几乎全是从道歉开始。不是很知根知底的人，除了道歉以外，东芝人便不会谈更多的关于公司的话题。酒过三巡之后，很多人会自然不自然地回想起2008年以后的这7年多时间里公司的巨变。一位中层干部说，自从2008年开始执行“选择与集中”的经营策略后，不论是哪个业务部门，不做出成绩来就意味着不被选择，换句话说就是被淘汰。东芝本来是家产业链非常长的企业，但从2008年开始，主要业务向半导体及核能转变，花了6000亿日元在美国并购了西屋公司。同时为了竞争，需要在半导体方面投入大量的资金，以便能够和三星等国内外企业竞争。,“可惜我们命运非常不济。”东芝的一位中层干部十分懊恼地说。半导体算是东芝投资很大的业务，但半导体需要不断追加投资，能隔几年投入数十亿美元的企业不多。不进行投资，就会在生产技术上落后于人。东芝的半导体说是盈利了，但实际上长年处于潜亏的状态。,核电就更不用说了。2011年的大地震，几乎让日本失去了扩建核电站的可能性，去国外建核电站，需要国家的支持。在已经失落了20年的日本，国家能给企业在核电上的支持不多。,想要保持盈利，实际上非常的困难。日本综合电机企业发生亏损，已是司空见惯。如日立在2009年宣布亏损7080亿日元；松下在2012年和2013年连续两年对外宣布亏损7000亿日元。名门企业东芝，虽也在2009年对外宣布亏损3400亿日元，但和业态大致相同的日立比起来，东芝的亏损属于非常“轻微”了。今天我们从第三方委员会对东芝的调查报告发现，其实东芝的造假是从2008年开始的，亏损被掩饰了下来，而且一做就是7年。,事的辞职与企业退市风险,田中久雄总裁谈的“最大的损毁”，是这次造假败露后，给东芝140年历史带来的恶果，而田中本人不得不为这次造假承担责任。日本媒体一直推测田中会在9月的股东大会上正式辞职，但出乎意料的是在7月21日这天，东芝现任总裁田中，上任总裁佐佐木则夫等8人宣布引咎辞职。14人组成的东芝事会，基本上已经成了空架子。,7月23日，美国投资人最先开始向东芝发难。购买了东芝股票的美国投资人向加利福尼亚州地方法院起诉东芝总裁等人，原因是东芝账务造假，误导了他们的投资行为，要求企业赔偿投资人的损失。估计用不了多少时间，日本投资者也会提起相关诉讼。东芝总裁等个人需要赔付的损失费，将以数十亿日元计算。“在企业当事，通常能做两任，也就是4年。一旦因为工厂发生事故，账务瑕疵等导致企业股价大规模下滑，事需要承担比报酬多出几十倍的赔付费用。在企业当事如履薄冰。”一位在企业做过事的人对笔者说。,进入诉讼后，需要证明账务上的问题，不属于有意为之。“压部下出利润，这在我们企业是一种常态。但造假不敢。”一家商事企业的高管对笔者说。很多时候利润确实是压出来的。2008年以后，东芝总裁反复要求各个部门出效益，出利润，最终出了1518亿日元的假账。在7月21日的记者会上，田中总裁反复否认企业有意造假，而同时出来见记者的第三方调查委员会成员，用词虽然不是很明确，但明白人一听都知道那就是说企业以组织形式在编造假账。,日本证监会将根据金融商品交易法对东芝处以行政处分，罚款应该不会少。曾经做过东芝总裁的西室泰三，从东芝退下后长期出任东京证券交易所的事长兼总经理。如今东京证券交易所将会把东芝股票放入“特别注意”一栏中，如果一年以内没有对造假账一事作出明确的处理，将会让东芝退市。之前，东芝造假账给日本股东及投资人的信任带来了损失，为此至少需要向东京证券交易所支付9000万日元的“上市契约违约金”。,日本企业在2015年事件频出，东芝造假该是诸多事件中最为引人注目的一个。大王制纸等事件尚处于发酵中，今后媒体关注的各种事件将层出不穷，人们也能从电视上看到更多的总裁道歉的镜头。",,,2016-4-13 21:59,passarella,https://www.jdbbs.com/thread-6182521-1-1.html
,,,照这个价钱来说，这种配置以及很不错了,2012-8-22 08:33,michelle832,
,,这款比起KL100C仅仅缺少超解像功能，性价比非常高,"本帖最后由 梅花8 于 2012-8-22 09:32 编辑,46KL100C带不带超解像？,46KL100C的面板是什么面板啊？,东芝的46FL150C这款带超解像功能吗？,46FL150C和46KL100C综合来讲相比哪款更好一些？,46EL100CS,和46KL100C综合来讲相比哪款更好一些？,各自都是什么面板有什么区别？",2012-8-22 09:29,梅花8,
,,,送货来电话说还有350的节能补贴 补贴之后2999 等送货中...,2012-8-24 15:03,庭鉴,
,,,,2016-4-13 23:56,qwee456,
,,,咸吃萝卜淡操心,2016-4-14 00:04,战斗国家,
,,咸吃萝卜淡操心,这话说得，丢自己人,2016-4-14 00:30,passarella,
,,这款比起KL100C仅仅缺少超解像功能，性价比非常高,EL沒有KL的音響好吧 另外EL不支持視頻ＵＳＢ,2012-8-24 17:20,boss731,
,,送货来电话说还有350的节能补贴 补贴之后2999 等送货中...,２９９９的價格不用猶豫 可以馬上入手 畫質的話 憑良心說一般。（僅限個人觀點）,2012-8-24 17:21,boss731,
,,"46KL100C带不带超解像？,46KL100C的面板是什么面板啊？",據說都是三星面板。 另外貌似KL的對比度比EL高些。,2012-8-24 17:23,boss731,
,,咸吃萝卜淡操心,应该羡慕日本的法制，国内造假的估计多了去了，有哪家会受到这种惩罚？如果有这么严格的法律，国内的股市估计会好很多。,2016-4-14 09:15,高达2008,
,,应该羡慕日本的法制，国内造假的估计多了去了，有哪家会受到这种惩罚？如果有这么严格的法律，国内的股市 ...,日本也是造假，夏普1000亿日元就这么省的,2016-4-14 09:38,passarella,
,,,"顺便问问,当下有几个品牌都变成了代工或者贴牌,,飞利浦,东芝,三洋,先锋,,哪款相对而言好点?,这几个贴牌产品比起纯国产自主品牌如创维海信之类,又如何呢?",2012-8-24 18:21,罗大佑888,
,,,"前两个都可以,后两个是拉圾.,前两个好于国产,后两个不如国产,",2012-8-24 18:49,东北傻帽,
Midea/美的DE12G21豆浆机怎么样,"豆浆机什么牌子的好,？这是很多想买豆浆机的朋友会问到的，虽然说买豆浆机，大家都认为选择九阳豆浆机是首选，但是不得不承认的是其他品牌豆浆机也有做的很不错的，比如Midea/美的DE12G21豆浆机。,美的DE12G21采用2层不锈钢构造而成，机头下盖也是由不锈钢组成，这样在打果汁的时候不容易染色，食用也比较健康；底盘是360度加热比以前更全面了，电机是采用直流电机，声音小，比较轻；刀头是仿生使魔刀，终生保修的，机头是直流电机寿命长，功率高，360度加温。,下面我们来看下这款豆浆机的基本资料：,产品名称：Midea/美的 DE12G21,家电品牌: Midea/美的,美的豆浆机型号: DE12G21,颜色分类: 随机赠送豆子,容积: 1L-1.5L,豆浆机功能: 干豆 湿豆 米糊 五谷 玉米汁,杯体材质: 不锈钢杯体,是否有网: 无网研磨,价格区间: 201-300元,豆浆机功率: 750W及以下,售后服务: 全国联保,豆浆机加热方式: 底盘加热,自动清洗功能: 无,保温功能: 有,适用人数: 4-5人,我们再来看下买过“美的DE12G21”这款豆浆机的朋友是怎么评价的：,[08.21] www.htdgw.com cdsd,东西很不错，确为正品。我试用了一下，声音也正常。有正规发票，卖家服务态度也相当不错。两个字，满分！,[08.20] 自由在我心365,确认收货后 2 天追加评价,用了几次，打出的豆浆很香，客服也不错，这款在超市要299，物美价廉，建议周围的同事也来买。,[08.18]十五星月湾,豆浆机还不错，打出来的豆浆挺香的。声音是有点大，但也可以理解，毕竟打的是干豆子嘛。赠品就有点郁闷了，2011年9月20日生产的，保质期一年！这种心情真像是啃明天就要过期的方便面啊。不过，看在珂珂客服态度那么好的份上，还是给5分吧。,上面的全是到我们店买过“美的DE12G21”这款豆浆机的客户评价，小编没有经过任何修改的，大家可以到我们店去看一下。,现在很多人想买豆浆机，但是就是不知道应该买那个牌子的，都,在问,豆浆机什么牌子的好,？,其实“,Midea/美的DE12G21豆浆机,”就是一个不错的选择。",,,2012-8-25 23:49,a012,https://www.jdbbs.com/thread-4336762-1-1.html
,,,说到造假，中国人（含台湾）都笑了。,2016-4-14 09:43,chncwk,
,,说到造假，中国人（含台湾）都笑了。,有一个现象，中国的发展始终伴随着崩溃论，结果呢？,2016-4-14 10:13,passarella,
,,有一个现象，中国的发展始终伴随着崩溃论，结果呢？,"结果山寨拯救了中国啊，中国又拯救了世界。,我们的孩子们都幸福的喝上了三鹿奶，吃上了地沟油。",2016-4-14 11:31,chncwk,
美的中央空调，美的M-HOME家庭中央空调合肥服务中心,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2012-6-29 17:52,jinxiang0329,https://www.jdbbs.com/thread-3887713-1-1.html
,,"结果山寨拯救了中国啊，中国又拯救了世界。,我们的孩子们都幸福的喝上了三鹿奶，吃上了地沟油。",今天习大大还谈到了网络,2016-4-19 23:00,passarella,
,,今天习大大还谈到了网络,"咋？想当带鱼了,？",2016-4-19 23:29,战斗国家,
看来看去，最完美的显示技术还是那个被雪藏的SED？,"看来看去，最完美的显示技术还是那个被雪藏的SED？,现有的OLED仍有一大堆缺点,求高人解惑",,,2016-4-15 11:06,why3000,https://www.jdbbs.com/thread-6183235-1-1.html
TRUEOLED！！！  奇美的OLED 屏碉堡了！,"起名碉堡了，一下子就壓住SAMSUNG 的,AMOLED。 我是真，誰是偽？,{:soso_e113:},奇美電子主要展出技術：,高解析主動有機發光顯示器技術「TRUEOLED」 ：,? 呈現真實自然色彩。,? 低成本、高良率的優勢。,? 極廣的可視角度。,? 耗電量比傳統AMOLED顯示器更低。,? 將於2012年第四季量產。",,,2012-6-5 23:06,gzpatrick,https://www.jdbbs.com/thread-3768570-1-1.html
,,,"你又不搞研发，问这个干嘛？,完美的东西这个世界上根本不存在。",2016-4-15 11:45,chncwk,
,,"你又不搞研发，问这个干嘛？,完美的东西这个世界上根本不存在。",所以被雪藏了。。。,2016-4-15 11:48,why3000,
,,,分辨率低了点啊 才HVGA 和诺基亚塞班3的nHD,2012-6-5 23:13,sonyiori,
,,分辨率低了点啊 才HVGA 和诺基亚塞班3的nHD,量產屏 的分辨率 說要達到326ppi 的 [s:97],2012-6-5 23:21,gzpatrick,
,,量產屏 的分辨率 說要達到326ppi 的,"真的？那太好了 ，台湾加油啊,用在智能手机上",2012-6-5 23:25,sonyiori,
,,,"本帖最后由 bluejd 于 2016-4-15 12:23 编辑,目前看来还是主要以OLED为发展趋势，但需要时间进化完善",2016-4-15 12:21,bluejd,
看了一部挺美的电影，发点屏摄上来。【SONY HR36M90】,这片子构图和色彩太有艺术气息了。,,,2015-12-16 23:08,xunxun,https://www.jdbbs.com/thread-5781352-1-1.html
,,,还以为是55 “ 的，连巴掌都不到，这里是电视专版撤，楼主拿个手机当电视啊,2012-6-5 23:48,czjiu,
,,还以为是55 “ 的，连巴掌都不到，这里是电视专版撤，楼主拿个手机当电视啊,"你是版主？版主還沒發話呢 [s:14],早上還有個SAMSUNG CMOS 的主題貼呀，你也不管一下 [s:41]",2012-6-6 00:18,gzpatrick,
,,,奇美？电视？？,2012-6-6 09:16,sunflyer,
,,,多图杀猫，把今天的附件流量用完,2015-12-16 23:09,xunxun,
,,,OLED做大才难呀，没看到现在大屏平板唯一的一块只有7.7，新出的TAB2都是PLS,2012-6-6 11:50,draja,
,,"这也碉堡？,乡巴佬大惊小怪","名字碉堡而已，又没有说素质刁 [s:41],我就是 广州贫农，没见过世面，有怪莫怪[s:14]",2012-6-17 10:25,gzpatrick,
,,,,2015-12-16 23:12,chncwk,
,,,继续欣赏,2015-12-16 23:15,xunxun,
,,,"晕倒,咋吵起来了",2012-6-17 10:59,zztkingsun,
3D电视中，你感觉用那种来看3D节目效果才是最完美的啊？,"很想要买一台,3D电视，请问,3D,电视中，你感觉用那种来看3D节目效果才是最完美的啊？",,,2012-4-29 13:23,炫耀灿烂,https://www.jdbbs.com/thread-3655079-1-1.html
,,,"本帖最后由 xunxun 于 2015-12-16 23:22 编辑,END。。。。。。。。。。。。。。。。。。。",2015-12-16 23:17,xunxun,
,,,我觉得3D都是忽悠人的，昏暗的画面。电视节目更加不用说了。,2012-4-29 13:47,snaqrn,
,,,很多人推荐他那款刚上市的无边硬屏3D电视，大家不知明白没有？,2012-4-30 00:10,snaqrn,
,,,很多人推荐他那款刚上市的无边硬屏3D电视，大家不知明白没有？,2012-4-30 00:10,snaqrn,
,,,,2015-12-16 23:17,chncwk,
,,这是啥机器？？？？？？？,HR36M90,2015-12-16 23:31,xunxun,
,,,好枪啊！,2012-5-1 13:42,高保真,
,,,3D买SONY就保险拉。有边无边无所谓。,2012-5-1 15:40,let,
大家都来发发你认为最美的电视造型~,"我先抛砖引玉,e2p364y97953s.jpg,(34.58 KB, 下载次数: 85),下载附件,2012-3-19 23:33 上传",,,2012-3-19 23:33,happydoing,https://www.jdbbs.com/thread-3562350-1-1.html
,,,终于出手了。。,2015-12-17 01:01,阿里斌斌/ka,
,,,有没4K机有这种效果,2015-12-17 01:04,阿里斌斌/ka,
,,,坠入,2015-12-17 08:16,勾魄,
,,,"e2p364y97953s.jpg,(43.36 KB, 下载次数: 85),下载附件,2012-3-19 23:35 上传",2012-3-19 23:35,happydoing,
,,,造型最美的电视适合做家具,2012-3-19 23:50,yack31,
,,,"索尼NX,HX浑然天成，当仁不让",2012-3-20 02:01,okzi,
,,,感觉是不是色彩太浓郁了，不过CH发的那个又有点病态的黄灰色。不知道原片更接近谁,2015-12-17 09:15,472708235,
,,感觉是不是色彩太浓郁了，不过CH发的那个又有点病态的黄灰色。不知道原片更接近谁,这片子色调就是这样的。,2015-12-17 12:38,xunxun,
,,这片子色调就是这样的。,啥片名~,2015-12-17 13:06,阿里斌斌/ka,
,,,家里现在服役SHARP的46GX，近来看好SONY的55HX920或者HX820，浑然天成:victory:,2012-3-20 07:48,飞机飞飞飞,
,,,依先锋的风格不应是圆底座啊。山寨？,2012-3-20 16:01,bill.johnson,
,,,你是想炫那个。。b&o吧,2012-3-22 17:00,haihai081,
,,啥片名~,坠入 The Fall,2015-12-17 15:03,xunxun,
这个才是完美的等离子，秒600M,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2015-10-18 20:29,鲁迪MD2耳机,https://www.jdbbs.com/thread-5724387-1-1.html
,,依先锋的风格不应是圆底座啊。山寨？,500a是圆形底座,2012-3-22 19:02,日系电器,
,,,早期的日立和夏普不错(0405年左右),2012-3-22 19:06,日系电器,
,,,早期飞利浦和松下也不错,2012-3-22 19:06,日系电器,
,,,拍得很漂亮,2015-10-18 20:57,GGGYGYGY,
,,,索尼的悬浮式设计也不错,2012-3-22 19:09,日系电器,
,,,都差不多，大方块，看的时候都看屏幕图像，谁注意边框 啊！,2012-3-22 19:11,37704950,
,,,设计最漂亮的是夏普的XS1和RX1,2012-3-22 19:46,zhangbinworld,
,,,楼主是松下监视器吧？除了它其它机机没有这种画质了。,2015-10-18 21:00,zhengfalian,
,,,拍的真好。颜色适当的在调淡点,2015-10-18 21:03,蓝翎,
,,,这个喇叭花非常好,2015-10-18 21:03,qwee456,
,,你是想炫那个。。b&o吧,呵呵，还有认识B&O的，我觉得我家上SONY的55HX920的话，视觉更佳，配搭B&O更好看,2012-3-22 23:09,飞机飞飞飞,
,,,只要效果好，可以有多丑做多丑的哈！我会支持！,2012-3-22 23:52,蒙特拉QI3,
什么样的3D电视会有最完美的立体影像呢？,一心想要给家里买台3D电视，可一直也没有时间，大家伙给说说吧，你们比较喜欢什么样的呢？,,,2012-3-20 12:00,今朝醉归,https://www.jdbbs.com/thread-3562647-1-1.html
,,,松下超大屏幕机器？,2015-10-18 21:27,passarella,
,,,亮型号,2015-10-18 21:44,五行钉,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 21:44,五行钉,
,,,有朋友给我介绍说即将要上市一款无边硬屏的不闪式3D电视，它的观看效果是最出色的，稳定性强，不会有画面重影的毛病，播放流畅真实，画质清晰，再加上3D电视频道在春节就正式开播了，3D内容增加了，《3D乐园》、《舞蹈世界》、《极限斗牛》等节目都非常的精彩，大家很期待吧。,2012-3-20 13:55,崆峒gaka,
,,,偶还是比较喜欢不闪,2012-3-20 14:07,csbxti,
,,,枪文会出现,2012-3-20 14:25,wwxb,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 21:44,五行钉,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 21:44,五行钉,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 21:44,五行钉,
,,天猫视频盒的视频，不是蓝光碟哦,盒子效果竟然这样惊艳，确实可以,2015-10-18 22:52,qwee456,
,,,无边硬屏的3D电视没有画面重影的毛病，播放流畅真实，画质清晰！推荐！,2012-3-20 15:58,梧桐luoyes,
50系列老美的价格出来了，很便宜,上图了，价格降下来了,,,2012-3-4 00:59,dmran,https://www.jdbbs.com/thread-3550747-1-1.html
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 22:52,qwee456,
,,随手拍的，不是平射高手，见笑,但是拍出的效果确实是高手效果啊,2015-10-18 23:08,qwee456,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 23:08,qwee456,
现有一批美的出口洗衣机，型号为MD80-1407LIDG 市场价10990元，我们只需2999元,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2015-10-13 19:11,徐可龙888,https://www.jdbbs.com/thread-5719567-1-1.html
,,,自己坐回沙发,2012-3-4 01:00,dmran,
,,,中国的网站登不上估计在改版,2012-3-4 01:05,dmran,
,,,好高大上的样子,2015-10-13 19:14,sohuang,
,,,这玩意怎么买 发物流吗？,2015-10-13 21:44,sjh0910,
,,,国内价格估计×1.5,2012-3-4 01:06,hellpapa,
,,,价格降下来了，代表画质又再度飞跃了[s:20],2012-3-4 01:08,日系电器,
,,,现在美国30价格与50基本没多大区别，松下应该意识到了pdp价格过高，价格下来了销量会不会上去呢？,2012-3-4 01:23,dmran,
,,,有保修吗？,2015-10-13 21:47,laoyangshu,
